property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servent room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,umang monsoon breeze,sector 78,1.25,5000.0,4.0,4,3,2.0,Relatively New,2300.0,0,0,0,0,0,0,57,"28.3733° N, 76.9729° E",28.3733,76.9729
house,ansal sushant lok plots,sector 43,5.8,29935.0,6.0,6,3,2.0,Relatively New,1937.5,0,1,0,0,1,2,49,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,mvn athens,sector 48,0.27,5900.0,2.0,2,1,0.0,Relatively New,508.0,0,0,0,0,0,2,69,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4.0,4,3+,0.0,Relatively New,1975.0,0,0,0,0,0,2,151,"28.4030° N, 77.0690° E",28.403,77.069
flat,paras dews,sector 106,0.87,7768.0,2.0,2,3+,1.0,New Property,1120.0,0,0,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,bestech park view residency,sector 2,0.95,6713.0,2.0,2,3,1.0,Moderately old,1348.0,0,0,0,0,0,2,82,"28.5095° N, 77.0320° E",28.5095,77.032
flat,ss the leaf,sector 85,2.0,8305.0,3.0,4,3,8.0,Relatively New,2293.0,0,0,0,0,0,0,21,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,dlf the skycourt,sector 86,1.5,7776.0,3.0,3,1,15.0,Relatively New,1550.0,0,0,0,0,0,0,159,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,ss the leaf,sector 85,1.14,6951.0,2.0,2,3,4.0,Relatively New,1562.0,0,0,0,0,0,0,109,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,bestech park view residency,sector 2,1.51,7890.0,3.0,4,3+,8.0,Moderately old,1829.0,0,0,0,0,0,0,92,"28.5095° N, 77.0320° E",28.5095,77.032
house,independent,sector 13,0.62,3556.0,6.0,6,0,3.0,Old Property,192.0,0,0,0,0,0,0,0,"28.4757° N, 77.0392° E",28.4757,77.0392
flat,corona optus,sector 37,1.25,7090.0,3.0,3,3,4.0,Relatively New,1350.0,0,0,0,0,0,0,49,"28.4375° N, 76.9999° E",28.4375,76.9999
house,nul,sector 25,9.5,33431.0,9.0,9,3+,3.0,Old Property,2844.0,0,0,0,0,1,0,81,"28.4844° N, 77.0860° E",28.4844,77.086
flat,tulip violet,sector 69,1.4,8861.0,3.0,3,2,2.0,Relatively New,1503.0,0,0,0,0,0,0,102,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,umang winter hills,sector 77,1.05,5762.0,3.0,3,3,7.0,Relatively New,1600.0,0,0,0,0,0,0,49,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,raheja vanya,sector 99,0.59,3975.0,2.0,2,3,1.0,New Property,1193.0,0,0,0,0,0,0,96,"28.4640° N, 76.9614° E",28.464,76.9614
flat,the ivy,sector 43,6.0,15765.0,4.0,5,3,2.0,Old Property,3806.0,0,0,0,0,0,0,0,"28.4629° N, 77.0772° E",28.4629,77.0772
house,project housing board colony,sector 28,2.58,19809.0,4.0,2,2,2.0,Relatively New,1444.0,0,0,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,signature global park,sector 36,0.85,11333.0,3.0,2,3,1.0,New Property,833.0,0,0,0,0,0,0,33,"28.4160° N, 76.9914° E",28.416,76.9914
flat,ats kocoon,sector 109,2.2,10501.0,3.0,4,3,13.0,Relatively New,1860.0,0,0,0,0,0,0,165,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,corona optus,sector 37,1.2,6916.0,3.0,4,3,8.0,Relatively New,1635.0,0,0,0,0,0,0,149,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,conscient elevate,sector 59,4.02,17500.0,3.0,3,1,3.0,Under Construction,2550.0,0,0,0,0,0,0,31,"28.4051° N, 77.1097° E",28.4051,77.1097
house,nirvana cedar crest,sector 50,3.99,8868.0,4.0,5,3+,4.0,New Property,4500.0,0,1,0,1,0,2,112,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,dlf new town heights,sector 90,1.9,5683.0,4.0,4,3+,7.0,Relatively New,2597.0,0,0,0,0,0,0,88,"28.4085° N, 76.9369° E",28.4085,76.9369
house,independent,sector 105,0.37,8184.0,2.0,2,1,1.0,Moderately old,450.0,0,0,0,0,1,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,ramprastha skyz,sector 37,1.1,6376.0,3.0,3,3+,7.0,Relatively New,1643.0,0,0,0,0,0,0,109,"28.4375° N, 76.9999° E",28.4375,76.9999
house,independent,sector 26,18.25,18250.0,7.0,9,3+,4.0,Relatively New,11111.0,1,1,1,1,0,2,77,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,ambience lagoon,sector 24,4.25,13281.0,3.0,4,3+,3.0,Old Property,3277.0,0,0,0,0,0,2,143,"28.4939° N, 77.1038° E",28.4939,77.1038
house,independent,sector 4,0.47,3493.0,3.0,4,0,3.0,Moderately old,1350.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,ireo skyon,sector 60,2.82,11750.0,3.0,3,3,2.0,Relatively New,2400.0,0,0,0,0,0,2,174,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,ansal heights,sector 86,1.05,5541.0,3.0,3,3,9.0,Under Construction,1805.0,0,0,0,0,0,0,0,"28.3986° N, 76.9384° E",28.3986,76.9384
house,independent,sector 104,0.6,5114.0,4.0,3,1,2.0,Moderately old,1170.0,0,0,0,0,0,0,0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,corona optus,sector 37,1.22,6912.0,3.0,4,3,5.0,Relatively New,1665.0,0,0,0,0,0,0,149,"28.4375° N, 76.9999° E",28.4375,76.9999
house,international city by sobha phase 1,sector 109,5.7,10549.0,4.0,4,3+,4.0,Relatively New,5400.0,1,1,0,0,0,0,98,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,lotus homz,sector 111,0.36,8889.0,1.0,1,1,10.0,Relatively New,450.0,0,0,0,0,0,0,44,"28.5238° N, 77.0320° E",28.5238,77.032
flat,shree vardhman victoria,sector 70,1.55,7948.0,3.0,5,3,8.0,Relatively New,1574.0,0,0,0,0,0,0,174,"28.3968° N, 77.0233° E",28.3968,77.0233
house,unitech uniworld resorts,sector 33,11.0,24448.0,5.0,6,3,3.0,New Property,4500.0,1,1,0,0,0,0,58,"28.4420° N, 77.0207° E",28.442,77.0207
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563.0,2.0,2,3,0.0,Relatively New,1105.0,0,0,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
flat,mm skycity,sector 65,2.0,15267.0,2.0,2,2,16.0,New Property,1248.0,0,0,0,0,0,2,174,"28.4030° N, 77.0690° E",28.403,77.069
flat,shree vardhman victoria,sector 70,1.1,8461.0,2.0,2,2,8.0,Relatively New,1444.0,0,0,0,0,0,0,101,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,signature global city,sector 37,1.1,8494.0,3.0,3,2,2.0,Relatively New,1439.0,0,0,0,0,0,0,36,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,dlf royalton tower,sector 43,6.5,22108.0,4.0,5,2,8.0,Relatively New,2800.0,0,0,0,0,0,0,15,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,umang winter hills,sector 77,0.75,5588.0,2.0,2,2,7.0,Relatively New,1180.0,0,0,0,0,0,2,174,"28.3801° N, 76.9845° E",28.3801,76.9845
house,international city by sobha phase 2,sector 109,6.44,26473.0,4.0,5,3+,3.0,New Property,2430.0,1,1,1,1,0,0,138,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,vatika gurgaon,sector 83,1.25,7812.0,4.0,4,3,12.0,Moderately old,2027.0,0,0,0,0,0,0,103,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,signature global park,sector 48,0.54,6388.0,2.0,2,3,4.0,New Property,696.0,0,0,0,0,0,0,44,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,smart world gems,sector 89,1.01,9156.0,2.0,2,2,4.0,New Property,1226.0,0,0,0,0,0,0,38,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,kiran residency,sector 56,1.55,7750.0,3.0,3,3+,5.0,Old Property,1800.0,0,0,0,0,0,0,166,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,3.0,3,3,2.0,Relatively New,1563.0,0,0,0,0,0,2,136,"28.4030° N, 77.0690° E",28.403,77.069
flat,signature global synera,sector 81,0.48,8025.0,2.0,2,1,14.0,Relatively New,561.0,0,0,0,0,0,2,14,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.0,2.0,2,2,0.0,Relatively New,1017.0,0,0,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
flat,dlf regency park,sector 28,1.91,16609.0,2.0,2,2,11.0,New Property,1278.0,0,0,0,0,0,1,98,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,mm skywalk,sector 74,2.2,10901.0,3.0,3,3,12.0,New Property,1922.0,0,0,0,0,0,2,15,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,ramsons kshitij,sector 95,0.29,5178.0,2.0,2,2,14.0,Relatively New,533.0,0,0,0,0,0,0,50,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,krrish florence estate,sector 70,1.65,7764.0,3.0,4,3+,27.0,New Property,2024.0,0,0,0,0,0,0,81,"28.3968° N, 77.0233° E",28.3968,77.0233
house,kothi,sector 17,6.95,15447.0,4.0,4,3+,2.0,Old Property,3500.0,1,1,1,1,0,0,33,"28.4791° N, 77.0608° E",28.4791,77.0608
flat,signature global the millennia,sector 37,0.55,9167.0,2.0,2,3,3.0,New Property,571.0,0,0,0,0,0,0,53,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,ild greens,sector 37,1.0,4723.0,3.0,3,3,3.0,Under Construction,1714.0,0,0,0,0,0,0,51,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,imperia the esfera,sector 37,0.99,5454.0,3.0,5,3+,5.0,Relatively New,1400.0,0,0,0,0,0,0,49,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,sare crescent parc,sector 92,0.65,4596.0,3.0,3,3,3.0,Moderately old,1571.0,0,0,0,0,0,0,44,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,spaze privy at,sector 84,1.2,7453.0,2.0,2,3,3.0,Relatively New,1533.0,0,0,0,0,0,2,133,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,pareena coban residences,sector 99,1.56,7811.0,3.0,5,3,4.0,New Property,1902.0,0,0,0,0,0,0,49,"28.4640° N, 76.9614° E",28.464,76.9614
flat,sare green parc,sector 92,0.75,4820.0,3.0,2,2,16.0,Relatively New,1556.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sahara grace,sector 28,5.5,14612.0,4.0,5,3+,5.0,Moderately old,3585.0,0,0,0,0,0,2,8,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,signature global park,sector 48,0.67,5537.0,2.0,2,3,4.0,Relatively New,1152.0,0,0,0,0,0,0,127,"28.4177° N, 77.0359° E",28.4177,77.0359
house,independent,sector 28,12.0,42229.0,4.0,5,3+,4.0,Relatively New,2844.0,0,1,1,1,0,2,60,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,pioneer urban presidia,sector 62,7.15,16486.0,4.0,5,3+,7.0,Relatively New,4130.0,0,0,0,0,0,2,158,"28.4139° N, 77.0886° E",28.4139,77.0886
house,independent,sector 3,0.85,8491.0,1.0,1,0,1.0,Relatively New,1000.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,mm ikonic,sector 68,1.8,9230.0,3.0,3,3+,18.0,Relatively New,1845.0,0,0,0,0,0,2,126,"28.3853° N, 77.0484° E",28.3853,77.0484
house,independent,sector 47,5.25,11290.0,9.0,9,3+,4.0,Relatively New,4650.0,0,1,0,0,0,2,142,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,hero homes,sector 104,1.2,17549.0,2.0,2,2,22.0,Relatively New,903.0,0,0,0,0,0,0,30,"28.4788° N, 76.9960° E",28.4788,76.996
flat,indiabulls centrum park,sector 103,1.9,5681.0,3.0,4,3+,10.0,Relatively New,3716.0,0,0,0,0,0,2,49,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,madhur jeevan apartments,sector 56,1.59,8594.0,4.0,3,3+,3.0,Old Property,1900.0,0,0,0,0,0,2,33,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,park view apartment,sector 56,1.74,7565.0,3.0,3,3+,2.0,Old Property,2400.0,0,0,0,0,0,2,104,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,paras dews,sector 106,0.88,6353.0,2.0,2,3+,1.0,Relatively New,940.0,0,0,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
house,independent,sector 1,2.0,14984.0,3.0,1,0,3.0,Moderately old,1337.4,0,0,0,0,0,0,16,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,deepak minda,sector 1,1.25,4715.0,4.0,4,3+,6.0,Moderately old,2946.0,0,0,0,0,0,2,44,"28.3663° N, 76.9456° E",28.3663,76.9456
house,grover homes sec 4,sector 4,4.75,9369.0,5.0,5,1,1.0,Old Property,5067.0,1,1,0,1,0,2,35,"28.4738° N, 77.0107° E",28.4738,77.0107
house,independent,sector 4,1.1,6119.0,4.0,4,3+,2.0,Old Property,1800.0,0,0,0,0,0,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
house,independent,sector 11,2.1,17265.0,2.0,6,3+,3.0,Relatively New,1215.0,0,0,0,0,0,0,14,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,bptp terra,sector 37,1.67,7622.0,4.0,4,3,11.0,Relatively New,2091.0,0,0,0,0,0,2,149,"28.4375° N, 76.9999° E",28.4375,76.9999
house,suncity essel towers,sector 28,8.95,17881.0,5.0,6,3+,4.0,Moderately old,5000.0,0,0,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,raheja navodaya,sector 92,0.85,4271.0,3.0,3,3,2.0,Relatively New,1895.0,0,0,0,0,0,0,100,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,the new crpf apartments,sector 9,0.75,5813.0,3.0,3,3,6.0,Old Property,1433.0,0,0,0,0,0,0,31,"28.4603° N, 77.0000° E",28.4603,77.0
flat,signature global park,sector 48,0.78,6404.0,3.0,3,3,1.0,Relatively New,1344.0,0,0,0,0,0,0,150,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,gls arawali homes,sector 48,0.3,5291.0,2.0,2,0,10.0,Relatively New,567.0,0,0,0,0,0,0,0,"28.4177° N, 77.0359° E",28.4177,77.0359
house,ansal api esencia,sector 67,5.46,24155.0,4.0,5,3+,2.0,Relatively New,2259.0,1,0,1,1,0,2,103,"28.3859° N, 77.0608° E",28.3859,77.0608
house,independent,sector 41,7.0,28275.0,7.0,7,3+,3.0,Moderately old,2475.0,1,1,1,1,0,1,151,"28.4557° N, 77.0632° E",28.4557,77.0632
flat,experion windchants,sector 112,3.1,20667.0,2.0,2,3,9.0,Relatively New,1667.0,0,0,0,0,0,2,80,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,city shri ram apartments,sector 110,0.22,3666.0,2.0,1,1,1.0,Relatively New,571.0,0,0,0,0,0,0,0,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,dlf the icon,sector 43,5.25,20388.0,4.0,4,3,9.0,Old Property,2570.0,0,0,0,0,0,0,135,"28.4629° N, 77.0772° E",28.4629,77.0772
house,independent,sector 14,4.5,18020.0,5.0,5,1,1.0,Relatively New,2778.0,0,0,0,0,0,0,0,"28.4711° N, 77.0454° E",28.4711,77.0454
house,rwa sector 46,sector 46,4.5,24448.0,6.0,6,3+,3.0,Moderately old,1840.63,0,0,1,0,0,2,80,"28.4374° N, 77.0586° E",28.4374,77.0586
flat,pivotal devaan,sector 84,0.27,7965.0,1.0,1,1,13.0,Relatively New,397.0,0,0,0,0,0,1,45,"28.3979° N, 76.9736° E",28.3979,76.9736
house,independent,sector 43,8.25,30536.0,5.0,6,3+,3.0,Moderately old,2700.0,1,1,1,1,0,2,64,"28.4629° N, 77.0772° E",28.4629,77.0772
house,independent,sector 23,5.0,16242.0,4.0,4,2,2.0,Old Property,3078.0,0,0,0,0,0,0,7,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,sidhartha ncr one phase,sector 95,0.55,4867.0,2.0,2,2,14.0,New Property,1256.0,0,0,0,0,0,0,90,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,adani brahma samsara vilasa,sector 63,3.0,16666.0,3.0,3,3,3.0,New Property,2000.0,0,0,0,0,0,0,24,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,ireo uptown,sector 66,4.85,12999.0,4.0,4,3+,15.0,Relatively New,3500.0,0,0,0,0,0,2,156,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,antriksh heights,sector 84,0.9,4931.0,3.0,3,3,11.0,Relatively New,1738.0,0,0,0,0,0,0,87,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,emaar mgf emerald floors premier,sector 65,2.5,15151.0,3.0,3,3,3.0,Relatively New,1571.0,0,0,0,0,0,0,15,"28.4030° N, 77.0690° E",28.403,77.069
flat,smart world orchard,sector 61,2.0,12911.0,3.0,3,2,3.0,New Property,1721.0,0,0,0,0,0,0,61,"28.4050° N, 77.0963° E",28.405,77.0963
flat,godrej oasis,sector 88,1.38,6679.0,3.0,3,3+,7.0,Relatively New,2296.0,0,0,0,0,0,0,72,"28.4220° N, 76.9571° E",28.422,76.9571
flat,pivotal devaan apartments,sector 84,0.39,6500.0,2.0,2,0,5.0,Relatively New,563.0,0,0,0,0,0,0,0,"28.3979° N, 76.9736° E",28.3979,76.9736
house,independent,sector 55,3.1,20000.0,5.0,4,3+,2.0,Moderately old,1550.0,0,1,1,0,0,2,59,"28.4281° N, 77.1100° E",28.4281,77.11
flat,mahindra aura,sector 110,1.8,8814.0,3.0,3,3+,7.0,Relatively New,1850.0,0,0,0,0,0,2,136,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,vatika the seven lamps,sector 82,0.94,6533.0,2.0,2,3+,9.0,Relatively New,1367.0,0,0,0,0,0,2,117,"28.3935° N, 76.9600° E",28.3935,76.96
flat,greenopolis,sector 89,0.65,5195.0,2.0,2,2,15.0,New Property,1390.0,0,0,0,0,0,0,37,"28.4253° N, 76.9439° E",28.4253,76.9439
house,ansals palam vihar,sector 2,2.68,17171.0,4.0,3,2,3.0,Moderately old,1560.77,0,0,1,0,0,2,74,"28.5095° N, 77.0320° E",28.5095,77.032
flat,trisara our homes,sector 48,0.4,6561.0,2.0,2,1,0.0,New Property,669.0,0,0,0,0,0,2,90,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,emaar mgf emerald floors premier,sector 65,2.35,16206.0,3.0,3,3,2.0,Relatively New,1500.0,0,0,0,0,0,2,64,"28.4030° N, 77.0690° E",28.403,77.069
flat,signature global solera,sector 107,0.35,6399.0,2.0,2,2,8.0,Relatively New,608.0,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,indiabulls centrum park,sector 103,2.45,8521.0,4.0,6,3,5.0,Relatively New,2738.0,0,0,0,0,0,0,38,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,tulip violet,sector 69,3.05,9664.0,4.0,5,3+,14.0,Relatively New,3006.0,0,0,0,0,0,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,experion the heartsong,sector 108,3.0,13610.0,4.0,5,3+,2.0,Relatively New,2204.25,0,0,0,0,0,1,149,"28.5134° N, 76.9830° E",28.5134,76.983
flat,piedmont taksila heights,sector 37,0.9,5855.0,3.0,3,3,9.0,Moderately old,1537.0,0,0,0,0,0,2,94,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,dlf regal gardens,sector 90,1.26,7403.0,3.0,3,3,6.0,Relatively New,1644.0,0,0,0,0,0,2,28,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,shyam apartment,sector 3,0.26,3714.0,2.0,1,2,2.0,Relatively New,628.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,ild greens,sector 37,0.95,9223.0,2.0,2,3+,11.0,Relatively New,1210.0,0,0,0,0,0,2,119,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,signature the roselia,sector 95,0.41,6119.0,2.0,2,2,12.0,New Property,670.0,0,0,0,0,0,2,93,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,puri emerald bay,sector 104,2.45,10000.0,3.0,4,3+,14.0,Relatively New,2189.0,0,0,0,0,0,2,56,"28.4788° N, 76.9960° E",28.4788,76.996
house,independent,sector 24,6.5,22874.0,4.0,4,2,2.0,Old Property,2844.0,0,0,0,1,0,0,35,"28.4939° N, 77.1038° E",28.4939,77.1038
house,independent,sector 7,1.05,9755.0,3.0,2,0,1.0,Old Property,1080.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
house,ansals palam vihar,sector 2,5.0,12487.0,6.0,4,0,3.0,Moderately old,4000.0,0,0,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,indiabulls centrum park,sector 103,1.15,7765.0,2.0,2,3,8.0,Relatively New,1250.0,0,0,0,0,0,2,135,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,paras dews,sector 106,0.88,6353.0,2.0,2,3+,3.0,Relatively New,1120.0,0,0,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,signature global park,sector 48,0.72,5991.0,2.0,2,3,3.0,Relatively New,1152.0,0,0,0,0,0,0,158,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,mm heights,sector 65,2.44,13300.0,3.0,3,2,7.0,Relatively New,1741.0,0,0,0,0,0,0,31,"28.4030° N, 77.0690° E",28.403,77.069
flat,indiabulls centrum park,sector 103,2.14,7443.0,4.0,6,3+,7.0,Relatively New,2786.0,0,0,0,0,0,0,142,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,not applicable,sector 4,0.42,5600.0,2.0,2,1,3.0,Relatively New,833.0,0,0,0,0,0,2,26,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,11666.0,2.0,2,3,0.0,Relatively New,1318.0,0,0,0,0,0,0,80,"28.4750° N, 76.9715° E",28.475,76.9715
flat,signature global park,sector 48,0.53,6386.0,2.0,2,2,2.0,Relatively New,913.0,0,0,0,0,0,0,168,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,bptp terra,sector 37,1.4,7730.0,3.0,3,3,5.0,Relatively New,1711.0,0,0,0,0,0,2,149,"28.4375° N, 76.9999° E",28.4375,76.9999
house,independent,sector 25,10.0,10526.0,5.0,5,3+,3.0,Moderately old,9500.0,0,1,0,1,0,1,29,"28.4844° N, 77.0860° E",28.4844,77.086
flat,pyramid urban homes,sector 86,0.6,8000.0,3.0,2,2,2.0,New Property,833.0,0,0,0,0,0,0,13,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,signature global park,sector 36,0.72,6428.0,3.0,2,3,2.0,New Property,1244.0,0,0,0,0,0,0,58,"28.4160° N, 76.9914° E",28.416,76.9914
flat,conscient heritage max,sector 102,2.22,11100.0,3.0,4,3+,15.0,Relatively New,2000.0,0,0,0,0,0,0,82,"28.4750° N, 76.9715° E",28.475,76.9715
flat,corona gracieux,sector 76,1.08,5510.0,3.0,3,3,1.0,New Property,1867.0,0,0,0,0,0,0,58,"28.3935° N, 76.9888° E",28.3935,76.9888
house,independent,sector 15,1.07,11834.0,2.0,2,1,1.0,Old Property,900.0,0,1,0,0,0,0,7,"28.4621° N, 77.0464° E",28.4621,77.0464
flat,adani brahma samsara vilasa,sector 63,3.4,10000.0,3.0,3,3+,1.0,New Property,3238.0,0,0,0,0,0,0,99,"28.3971° N, 77.0867° E",28.3971,77.0867
house,suncity township,sector 54,2.0,3441.0,9.0,9,3,11.0,Relatively New,60.0,0,1,0,0,0,1,7,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,indiabulls centrum park,sector 103,1.33,8580.0,3.0,3,3+,8.0,Relatively New,1713.0,0,0,0,0,0,0,150,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,on request,sector 103,1.69,9146.0,3.0,3,3+,8.0,Relatively New,1757.0,0,0,0,0,0,0,49,"28.4949° N, 76.9845° E",28.4949,76.9845
house,bhim garh kheri,sector 3,0.75,6392.0,4.0,2,2,2.0,Old Property,1170.0,0,0,0,0,0,0,16,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,vipul lavanya,sector 81,0.64,5261.0,2.0,2,3,12.0,Relatively New,1361.0,0,0,0,0,0,2,93,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,mm the marina,sector 68,1.32,8759.0,2.0,2,3,15.0,Relatively New,1435.0,0,0,0,0,0,0,120,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,sidhartha ncr one phase,sector 95,0.43,3152.0,2.0,2,2,6.0,Relatively New,1300.0,0,0,0,0,0,0,120,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,emaar mgf the palm drive,sector 66,3.98,18090.0,3.0,4,3+,2.0,Moderately old,2095.0,0,0,0,0,0,2,123,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,mm heights,sector 65,2.65,18493.0,2.0,2,3,4.0,New Property,1433.0,0,0,0,0,0,0,38,"28.4030° N, 77.0690° E",28.403,77.069
flat,krisumi waterfall residences,sector 36,2.2,14874.0,2.0,2,2,23.0,New Property,1409.0,0,0,0,0,0,0,15,"28.4160° N, 76.9914° E",28.416,76.9914
house,independent,sector 3,0.9,9290.0,3.0,3,0,2.0,Relatively New,112.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,vatika gurgaon,sector 83,1.4,7179.0,4.0,4,3,10.0,Relatively New,2167.0,0,0,0,0,0,0,35,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,sbr minda sec-imt manesar,sector 1,0.64,4193.0,3.0,2,3+,6.0,Old Property,1696.0,0,0,0,0,0,0,51,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,sare green parc,sector 92,0.75,4745.0,3.0,3,3,2.0,Relatively New,1415.0,0,0,0,0,0,2,49,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,tata gurgaon gateway,sector 113,3.21,11825.0,3.0,3,3,9.0,New Property,2400.0,0,0,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,godrej nature plus,sector 33,1.5,10200.0,2.0,2,3+,2.0,New Property,1539.0,0,0,0,0,0,0,87,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sbtl caladium,sector 109,1.3,6914.0,3.0,2,3,16.0,Moderately old,1790.0,0,0,0,0,0,0,134,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,bestech park view grand spa,sector 81,2.4,9022.0,3.0,4,3+,8.0,New Property,2533.0,0,0,0,0,0,2,167,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,bptp astaire gardens,sector 70,1.6,8658.0,4.0,4,3,1.0,Relatively New,1600.0,0,0,0,0,0,0,42,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,imperia the esfera,sector 37,0.86,4886.0,3.0,3,2,0.0,New Property,1676.0,0,0,0,0,0,0,35,"28.4375° N, 76.9999° E",28.4375,76.9999
