property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servent room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
house,independent,sector 49,2.95,15526.0,1900.0,Plot area 1800(167.23 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,3,3,2.0,North-West,Moderately old,,1900.0,1850.0,0,0,1,0,0,2,81,633.3333333333334
flat,indiabulls enigma,sector 110,4.0,9851.0,4060.5,Built Up area: 3350 (311.23 sq.m.),4.0,4,3,17.0,,New Property,,3350.0,,0,0,0,0,0,0,59,1015.125
flat,puri diplomatic greens,sector 111,3.45,11694.0,2950.2,Super Built up area 2950(274.06 sq.m.),4.0,5,3+,10.0,North,Relatively New,2950.0,,,0,0,0,0,0,0,101,737.55
flat,dlf regal gardens,sector 90,1.25,7167.0,1744.1,Super Built up area 1744(162.02 sq.m.),3.0,3,2,11.0,East,Relatively New,1744.0,,,0,0,0,0,0,0,14,581.3666666666667
flat,spaze privvy the address,sector 93,1.45,8033.0,1805.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,4,2,12.0,North-East,Relatively New,1805.0,1350.0,1100.0,0,0,0,0,0,2,96,601.6666666666666
house,independent,sector 82,7.5,23149.0,3239.93,Plot area 360(301.01 sq.m.),5.0,5,3+,2.0,East,Relatively New,,3240.0,,0,1,0,1,0,2,135,647.986
house,independent,sector 4,3.25,14447.0,2249.66,Plot area 250(209.03 sq.m.),3.0,3,2,2.0,South-East,Old Property,,2250.0,,0,0,0,0,0,0,27,749.8866666666667
flat,dlf regal gardens,sector 90,1.25,5931.0,2107.6,Super Built up area 1720(159.79 sq.m.),3.0,3,3,18.0,North-East,Relatively New,1720.0,,,0,0,0,0,0,0,72,702.5333333333333
flat,godrej,sector 79,2.5,11141.0,2244.0,Built Up area: 2244 (208.47 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3,3+,5.0,,Undefined,,2244.0,1800.0,0,0,0,0,0,0,0,748.0
house,farrukhnagar,sector 10,0.6,5688.0,1054.86,Plot area 117(97.83 sq.m.),2.0,4,3+,2.0,North,Relatively New,,1053.0,,1,0,0,0,0,2,16,527.43
flat,empire estate,sector 57,3.5,16666.0,2100.1,Super Built up area 2100(195.1 sq.m.),3.0,3,2,3.0,North-West,Moderately old,2100.0,,,0,0,0,0,0,2,165,700.0333333333333
flat,mm golfestate,sector 65,7.0,18181.0,3850.2,Carpet area: 3850 (357.68 sq.m.),3.0,3,2,12.0,North,Moderately old,,,3850.0,0,0,0,0,0,0,60,1283.3999999999999
flat,hero homes,sector 104,1.4,15826.0,884.6,Super Built up area 1389(129.04 sq.m.)Carpet area: 884.58 sq.ft. (82.18 sq.m.),3.0,2,2,4.0,North,Undefined,1389.0,,884.58,0,0,0,0,0,0,49,294.8666666666667
flat,mm sky lofts,sector 71,0.9,13177.0,683.0,Built Up area: 683 (63.45 sq.m.),1.0,1,0,6.0,,New Property,,683.0,,0,0,0,0,0,0,0,683.0
flat,mapsko paradise,sector 83,0.75,5597.0,1340.0,Super Built up area 1340(124.49 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,3,3,10.0,North,New Property,1340.0,,1000.0,0,0,0,0,0,2,49,446.6666666666667
flat,global height,sector 48,0.45,6338.0,710.0,Carpet area: 710 (65.96 sq.m.),2.0,2,2,6.0,East,Relatively New,,,710.0,0,0,0,0,0,1,49,355.0
flat,spaze privvy the address,sector 93,1.25,6900.0,1811.6,Super Built up area 1805(167.69 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,4,2,12.0,North-East,Relatively New,1805.0,1350.0,1100.0,0,0,0,0,0,2,96,603.8666666666667
flat,tulip ivory,sector 70,2.35,9791.0,2400.2,Carpet area: 2400 (222.97 sq.m.),4.0,4,3+,8.0,West,Moderately old,,,2400.0,0,0,0,0,0,0,108,600.05
house,huda housing board colony,sector 31,4.6,31423.0,1463.89,Plot area 1460(135.64 sq.m.),2.0,4,3+,3.0,East,Old Property,,1460.0,,0,0,0,0,1,0,8,731.945
flat,bestech park view spa next,sector 67,2.7,11489.0,2350.1,Super Built up area 2350(218.32 sq.m.),4.0,4,3+,9.0,South-West,Moderately old,2350.0,,,0,0,0,0,0,2,149,587.525
flat,signature global city,sector 92,0.78,11143.0,700.0,Super Built up area 1010(93.83 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2,3,2.0,,Undefined,1010.0,,700.0,0,0,0,0,0,0,24,350.0
flat,zara aavaas,sector 104,0.49,6577.0,745.0,Super Built up area 745(69.21 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),3.0,2,2,7.0,,Under Construction,745.0,,645.0,0,0,0,0,0,0,74,248.33333333333334
flat,emaar mgf emerald floors premier,sector 65,2.79,14126.0,1975.1,Carpet area: 1975 (183.48 sq.m.),4.0,4,3+,2.0,South-West,Relatively New,,,1975.0,0,0,0,0,0,1,174,493.775
flat,birla navya,sector 63,3.3,15348.0,2150.1,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3,3,4.0,West,Undefined,2150.0,,1200.0,0,0,0,0,0,0,52,716.6999999999999
flat,raheja sampada,sector 92,0.7,4453.0,1572.0,Built Up area: 1572 (146.04 sq.m.),3.0,3,0,7.0,,Undefined,,1572.0,,0,0,0,0,0,0,0,524.0
flat,corona optus,sector 37,1.44,7236.0,1990.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3,3+,2.0,North-West,Relatively New,1990.0,,1600.0,0,0,0,0,0,0,49,663.3333333333334
flat,bestech park view grand spa,sector 81,4.5,10714.0,4200.1,Super Built up area 4200(390.19 sq.m.),4.0,6,3+,17.0,,Relatively New,4200.0,,,0,0,0,0,0,2,44,1050.025
flat,dlf regency park,sector 28,2.35,13224.0,1777.1,Super Built up area 1777(165.09 sq.m.),3.0,3,2,18.0,North-East,Old Property,1777.0,,,0,0,0,0,0,0,120,592.3666666666667
flat,spaze privvy the address,sector 93,1.25,5701.0,2192.6,Built Up area: 2105 (195.56 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4.0,4,3,16.0,,Relatively New,,2105.0,1700.0,0,0,0,0,0,0,0,548.15
flat,experion the heartsong,sector 108,0.98,10018.0,978.23,Built Up area: 978.23 (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2.0,3,3,12.0,South-East,Relatively New,,978.23,734.43,0,0,0,0,0,0,31,489.115
flat,ambience creacions,sector 22,2.79,15000.0,1860.0,Super Built up area 1860(172.8 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3,3,13.0,East,New Property,1860.0,,1300.0,0,0,0,0,0,1,158,620.0
flat,bptp terra,sector 37,1.8,8215.0,2191.1,Super Built up area 2191(203.55 sq.m.),4.0,3,3,12.0,North,Relatively New,2191.0,,,0,0,0,0,0,2,144,547.775
house,independent,sector 9,0.22,7300.0,301.39,Carpet area: 33 (27.59 sq.m.),2.0,2,2,1.0,,Undefined,,,33.0,0,0,0,0,0,0,0,150.695
flat,ss the coralwood,sector 84,1.1,5820.0,1890.0,Super Built up area 1890(175.59 sq.m.),3.0,3,3+,12.0,East,Moderately old,1890.0,,,0,0,0,0,0,2,104,630.0
flat,ss the leaf,sector 85,2.13,7574.0,2812.2,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4.0,4,3,2.0,North,Relatively New,2812.0,2600.0,2200.0,0,0,0,0,0,0,49,703.05
flat,eros wembley estate,sector 50,1.4,10174.0,1376.1,Super Built up area 1376(127.83 sq.m.),3.0,3,2,9.0,East,Relatively New,1376.0,,,0,0,0,0,0,2,117,458.7
house,independent,sector 31,3.25,22366.0,1453.13,Plot area 161(134.62 sq.m.),4.0,4,3+,3.0,,Moderately old,,1449.0,,1,1,1,1,0,2,29,363.2825
flat,emaar mgf emerald floors premier,sector 65,2.75,13924.0,1975.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,4,3,3.0,North-West,Relatively New,1975.0,1750.0,1650.0,0,0,0,0,0,2,113,493.75
house,independent,sector 9,1.65,18249.0,904.17,Built Up area: 900 (83.61 sq.m.),2.0,3,0,3.0,,Undefined,,900.0,,0,0,0,0,0,0,0,452.085
house,independent,sector 2,6.0,24665.0,2432.64,Plot area 270(225.75 sq.m.),5.0,6,3+,3.0,East,Old Property,,2430.0,,1,0,0,1,1,2,43,486.52799999999996
flat,gls arawali homes,sector 48,0.28,4938.0,567.0,Super Built up area 567(52.68 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 467 sq.ft. (43.39 sq.m.),2.0,2,2,3.0,East,Relatively New,567.0,500.0,467.0,0,0,0,0,0,2,42,283.5
flat,mm heights,sector 65,2.5,13600.0,1838.2,Super Built up area 1828(169.83 sq.m.),3.0,3,3,19.0,,Undefined,1828.0,,,0,0,0,0,0,0,0,612.7333333333333
flat,city heights,sector 39,1.75,8750.0,2000.0,Carpet area: 2000 (185.81 sq.m.),3.0,4,3,3.0,,Old Property,,,2000.0,0,0,0,0,0,1,42,666.6666666666666
flat,vatika gurgaon,sector 83,1.19,7437.0,1600.1,Carpet area: 1600 (148.64 sq.m.),3.0,3,2,10.0,South,Relatively New,,,1600.0,0,0,0,0,0,2,35,533.3666666666667
flat,nul,sector 59,0.56,6054.0,925.0,Carpet area: 925 (85.94 sq.m.),2.0,2,1,11.0,,Old Property,,,925.0,0,0,0,0,0,2,0,462.5
flat,mm heights,sector 65,2.78,15200.0,1829.0,Super Built up area 1828(169.83 sq.m.),3.0,3,3,44.0,,Undefined,1828.0,,,0,0,0,0,0,0,56,609.6666666666666
house,independent,sector 2,0.52,5751.0,904.17,Plot area 100(83.61 sq.m.),3.0,2,2,2.0,,New Property,,900.0,,0,0,0,0,0,0,0,301.39
flat,conscient elevate,sector 59,3.78,16500.0,2290.9,Carpet area: 2295 (213.21 sq.m.),3.0,3,3,3.0,,Under Construction,,,2295.0,0,0,0,0,0,0,31,763.6333333333333
house,independent,sector 4,3.3,14669.0,2249.66,Plot area 250(209.03 sq.m.),3.0,3,2,1.0,North-East,Old Property,,2250.0,,0,0,0,0,0,0,34,749.8866666666667
flat,smart world orchard,sector 61,1.47,12250.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2.0,2,2,2.0,,Undefined,,,1200.0,0,0,0,0,0,0,76,600.0
flat,sbtl caladium,sector 109,1.88,6153.0,3055.4,Super Built up area 3055(283.82 sq.m.),4.0,5,3,10.0,North-East,Relatively New,3055.0,,,0,0,0,0,0,0,110,763.85
flat,godrej oasis,sector 88,1.5,8108.0,1850.0,Carpet area: 1850 (171.87 sq.m.),3.0,3,2,3.0,,Relatively New,,,1850.0,0,0,0,0,0,0,47,616.6666666666666
house,spaze privy,sector 72,3.09,8468.0,3648.96,Built Up area: 3653 (339.37 sq.m.)Carpet area: 2922 sq.ft. (271.46 sq.m.),5.0,5,3+,14.0,East,Relatively New,,3653.0,2922.0,0,1,0,0,0,2,33,729.792
flat,orchid petals,sector 49,1.95,9972.0,1955.5,Super Built up area 1805(167.69 sq.m.),3.0,3,3,2.0,East,Old Property,1805.0,,,0,0,0,0,0,2,90,651.8333333333334
flat,vatika inxt floors,sector 82,0.75,7500.0,1000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2,2,1.0,,Undefined,,1000.0,650.0,0,0,0,0,0,0,0,500.0
flat,sare crescent parc,sector 92,1.0,5128.0,1950.1,Carpet area: 1950 (181.16 sq.m.),4.0,3,2,1.0,East,Relatively New,,,1950.0,0,0,0,0,0,0,49,487.525
flat,bestech altura,sector 79,2.69,12500.0,2152.0,Super Built up area 2150(199.74 sq.m.),3.0,4,3+,3.0,,New Property,2150.0,,,0,0,0,0,0,0,49,717.3333333333334
house,ansals florence villa,sector 57,3.65,10564.0,3455.21,Plot area 3450(320.52 sq.m.),6.0,6,2,3.0,North-West,Moderately old,,3450.0,,1,1,1,1,0,1,152,575.8683333333333
flat,breez global heights a,sector 88,0.5,8375.0,597.0,Carpet area: 597 (55.46 sq.m.),3.0,2,2,2.0,,Undefined,,,597.0,0,0,0,0,0,0,15,199.0
flat,ats triumph,sector 104,2.0,8733.0,2290.2,Super Built up area 2290(212.75 sq.m.),3.0,4,3+,4.0,,Relatively New,2290.0,,,0,0,0,0,0,0,60,763.4
flat,supertech araville,sector 79,0.9,5883.0,1529.8,Super Built up area 1530(142.14 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),2.0,2,3,5.0,,Relatively New,1530.0,1450.0,1400.0,0,0,0,0,0,0,53,764.9
flat,dlf trinity towers,sector 43,3.8,15510.0,2450.0,Built Up area: 2450 (227.61 sq.m.),3.0,3,3+,1.0,South-East,Moderately old,,2450.0,,0,0,0,0,0,2,68,816.6666666666666
flat,dlf the ultima,sector 81,2.4,11412.0,2103.0,Super Built up area 2103(195.38 sq.m.),3.0,4,3+,19.0,North-West,Relatively New,2103.0,,,0,0,0,0,0,1,174,701.0
house,independent,sector 47,4.6,26544.0,1732.99,Plot area 192(160.54 sq.m.),7.0,6,3+,4.0,,Moderately old,,1728.0,,0,0,0,0,0,1,51,247.57
flat,indiabulls centrum park,sector 103,2.2,7652.0,2875.1,Super Built up area 2875(267.1 sq.m.),4.0,6,3+,4.0,North-East,Relatively New,2875.0,,,0,0,0,0,0,2,108,718.775
flat,tulip violet,sector 69,1.75,8882.0,1970.3,Super Built up area 1970(183.02 sq.m.),4.0,4,1,12.0,North-West,Relatively New,1970.0,,,0,0,0,0,0,0,86,492.575
house,independent,sector 46,5.65,23859.0,2368.06,Plot area 263(219.9 sq.m.),8.0,6,3+,3.0,South-West,Moderately old,,2367.0,,0,1,0,0,0,2,67,296.0075
house,the laburnum,sector 43,11.0,27179.0,4047.23,Plot area 450(376.26 sq.m.)Built Up area: 360 sq.yards (301.01 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),5.0,6,3+,3.0,East,New Property,,360.0,350.0,0,1,0,1,0,2,160,809.446
house,uppal southend,sector 49,3.75,25617.0,1463.89,Plot area 163(136.29 sq.m.),2.0,6,3,3.0,East,Moderately old,,1467.0,,0,0,0,0,1,0,49,731.945
house,international city by sobha phase 2,sector 109,9.5,26425.0,3595.14,Plot area 400(334.45 sq.m.),7.0,6,3,3.0,West,Relatively New,,3600.0,,1,1,0,1,0,0,138,513.5914285714285
house,independent,sector 57,8.0,29493.0,2712.51,Plot area 300(27.87 sq.m.),5.0,4,3,2.0,North,Relatively New,,300.0,,1,1,0,1,0,0,21,542.5020000000001
house,independent,sector 25,10.0,37013.0,2701.74,Plot area 300(250.84 sq.m.),5.0,6,3,3.0,North,Old Property,,2700.0,,0,1,1,0,0,2,64,540.348
house,independent,sector 25,10.5,29032.0,3616.67,Plot area 402(336.12 sq.m.),5.0,5,3,3.0,East,Moderately old,,3618.0,,1,1,0,1,0,0,42,723.3340000000001
house,independent,sector 110,0.13,1654.0,785.76,Carpet area: 788 (73.21 sq.m.),1.0,1,0,0.0,North-West,Relatively New,,,788.0,0,0,0,0,0,0,0,785.76
house,independent,sector 50,7.0,32354.0,2163.54,Built Up area: 240 (200.67 sq.m.),3.0,2,0,1.0,,Undefined,,240.0,,0,0,0,0,0,0,0,721.18
flat,eldeco accolade,sector 48,0.73,5752.0,1269.1,Super Built up area 1269(117.89 sq.m.),2.0,2,3,9.0,North-East,Relatively New,1269.0,,,0,0,0,0,0,0,103,634.55
flat,shree vardhman flora,sector 90,0.66,5076.0,1300.2,Super Built up area 1300(120.77 sq.m.)Carpet area: 960 sq.ft. (89.19 sq.m.),2.0,2,3,4.0,North-East,Relatively New,1300.0,,960.0,0,0,0,0,0,0,119,650.1
flat,mittal surya vihar,sector 21,1.4,5833.0,2400.1,Super Built up area 2400(222.97 sq.m.),5.0,4,2,2.0,,Moderately old,2400.0,,,0,0,0,0,0,0,0,480.02
flat,avl gurgaon,sector 36,0.37,10538.0,351.1,Super Built up area 352(32.7 sq.m.),1.0,1,1,3.0,North,Relatively New,352.0,,,0,0,0,0,0,2,88,351.1
flat,smart world orchard,sector 61,1.5,12500.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2.0,2,2,2.0,North,Under Construction,,,1200.0,0,0,0,0,0,0,49,600.0
flat,shree kirpalu gi sector,sector 52,1.45,7631.0,1900.1,Super Built up area 1900(176.52 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3,3+,7.0,West,Relatively New,1900.0,1800.0,1700.0,0,0,0,0,0,2,108,633.3666666666667
flat,umang winter hills,sector 77,1.2,6586.0,1822.0,Built Up area: 1822 (169.27 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3,3,14.0,East,Undefined,,1822.0,1200.0,0,0,0,0,0,0,46,607.3333333333334
flat,the penthouses at the hibiscus,sector 50,8.0,8888.0,9000.9,Carpet area: 9000 (836.13 sq.m.),4.0,3,3,7.0,South-East,Moderately old,,,9000.0,0,0,0,0,0,0,35,2250.225
house,independent,sector 25,4.31,32033.0,1345.49,Plot area 150(125.42 sq.m.),5.0,4,3,3.0,North,Old Property,,1350.0,,0,0,0,0,0,0,40,269.098
house,independent,sector 12,1.2,14112.0,850.35,Plot area 846(78.6 sq.m.)Built Up area: 846 sq.ft. (78.6 sq.m.),2.0,4,2,2.0,North,Relatively New,,846.0,,0,0,0,1,0,2,7,425.175
flat,ss the leaf,sector 85,1.25,7179.0,1741.2,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2.0,2,3,10.0,South-East,Relatively New,1741.0,1730.0,1720.0,0,0,0,0,0,0,49,870.6
flat,ss the leaf,sector 85,2.2,6934.0,3172.8,Super Built up area 2812(261.24 sq.m.),4.0,5,3+,4.0,East,Relatively New,2812.0,,,0,0,0,0,0,0,106,793.2
flat,dlf regal gardens,sector 90,1.25,7339.0,1703.2,Super Built up area 1703(158.21 sq.m.),3.0,3,3,28.0,North,Moderately old,1703.0,,,0,0,0,0,0,0,38,567.7333333333333
flat,dlf new town heights,sector 91,1.65,6345.0,2600.5,Super Built up area 2364(219.62 sq.m.),4.0,4,3+,11.0,West,Moderately old,2364.0,,,0,0,0,0,0,0,72,650.125
house,madan puri,sector 7,0.75,12442.0,602.78,Plot area 600(55.74 sq.m.),3.0,5,3,3.0,South-East,Moderately old,,600.0,,0,0,0,0,0,0,0,200.92666666666665
flat,gls arawali homes,sector 48,0.35,6076.0,576.0,Super Built up area 576(53.51 sq.m.)Carpet area: 480.53 sq.ft. (44.64 sq.m.),2.0,2,2,11.0,,Relatively New,576.0,,480.53,0,0,0,0,0,0,64,288.0
house,eros rosewood villas,sector 49,2.8,14737.0,1900.0,Plot area 1530(142.14 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3,3,2.0,East,Moderately old,,1900.0,1800.0,0,0,0,1,0,0,68,633.3333333333334
flat,ats marigold,sector 89,1.5,8500.0,1764.7,Super Built up area 1750(162.58 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3,3,5.0,North,Under Construction,1750.0,1480.0,1450.0,0,0,0,0,0,0,96,588.2333333333333
flat,vatika city,sector 49,2.1,10418.0,2015.7,Super Built up area 2015.58(187.25 sq.m.)Built Up area: 1604.25 sq.ft. (149.04 sq.m.),3.0,3,3,9.0,South,Moderately old,2015.540275,1604.25,,0,0,0,0,0,2,132,671.9
flat,orris aster court,sector 85,0.93,5671.0,1639.9,Built Up area: 1587 (147.44 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,3,3,8.0,,Relatively New,,1587.0,1250.0,0,0,0,0,0,0,0,546.6333333333333
flat,mm heights,sector 65,2.25,13608.0,1653.4,Carpet area: 1433 (133.13 sq.m.),2.0,2,3,5.0,,Undefined,,,1433.0,0,0,0,0,0,0,0,826.7
flat,mapsko casa bella,sector 82,3.0,6134.0,4890.8,Super Built up area 4890(454.3 sq.m.),4.0,6,3+,25.0,West,Relatively New,4890.0,,,0,0,0,0,0,2,119,1222.7
flat,eldeco accolade,sector 48,0.87,5965.0,1458.5,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2.0,2,3+,10.0,,Relatively New,1457.0,,849.0,0,0,0,0,0,0,72,729.25
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.0,1349.0,Super Built up area 1349(125.33 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2,2,11.0,North-East,New Property,1349.0,,1000.0,0,0,0,0,0,2,49,674.5
flat,umang winter hills,sector 77,1.35,7780.0,1735.2,Super Built up area 1735(161.19 sq.m.)Carpet area: 1199 sq.ft. (111.39 sq.m.),3.0,3,3+,7.0,,New Property,1735.0,,1199.0,0,0,0,0,0,2,96,578.4
flat,ss the leaf,sector 85,1.14,6433.0,1772.1,Super Built up area 1772(164.62 sq.m.),2.0,2,3,16.0,South,Relatively New,1772.0,,,0,0,0,0,0,0,44,886.05
flat,puri diplomatic greens,sector 111,2.58,11727.0,2200.0,Super Built up area 2200(204.39 sq.m.),3.0,4,2,9.0,East,Relatively New,2200.0,,,0,0,0,0,0,0,101,733.3333333333334
flat,cghs airport apartment,sector 47,1.8,6000.0,3000.0,Super Built up area 3000(278.71 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),4.0,4,3+,4.0,North-West,Moderately old,3000.0,,2700.0,0,0,0,0,0,2,120,750.0
flat,sare homes,sector 92,1.1,5347.0,2057.2,Carpet area: 2057 (191.1 sq.m.),4.0,4,3,4.0,North-West,Relatively New,,,2057.0,0,0,0,0,0,0,108,514.3
flat,bestech park view city,sector 48,4.25,9334.0,4553.2,Super Built up area 4553(422.99 sq.m.),4.0,5,3+,14.0,,Moderately old,4553.0,,,0,0,0,0,0,2,81,1138.3
flat,kendriya vihar,sector 56,0.65,8609.0,755.0,Carpet area: 755 (70.14 sq.m.),1.0,1,1,0.0,,Moderately old,,,755.0,0,0,0,0,0,0,143,755.0
flat,experion the heartsong,sector 108,0.9,7014.0,1283.2,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2.0,3,3,2.0,South,Relatively New,1283.0,978.23,734.43,0,0,0,0,0,0,94,641.6
flat,la vida by tata housing,sector 113,2.7,12179.0,2217.0,Built Up area: 2217 (205.97 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,4,3+,4.0,North-West,Relatively New,,2217.0,1650.0,0,0,0,0,0,2,49,739.0
flat,corona optus,sector 37,1.5,6361.0,2358.1,Super Built up area 2358(219.07 sq.m.),3.0,4,3+,14.0,North-East,New Property,2358.0,,,0,0,0,0,0,0,83,786.0333333333333
house,independent,sector 45,17.0,37784.0,4499.31,Plot area 4500(418.06 sq.m.),5.0,8,3+,3.0,North-East,Relatively New,,4500.0,,1,1,1,1,0,1,152,899.8620000000001
flat,ild greens,sector 37,1.0,4320.0,2314.8,Super Built up area 1875(174.19 sq.m.),3.0,3,3+,5.0,North,Under Construction,1875.0,,,0,0,0,0,0,0,51,771.6
house,independent,sector 39,1.7,18802.0,904.17,Plot area 900(83.61 sq.m.),2.0,2,3+,3.0,,Moderately old,,900.0,,0,1,1,0,0,0,45,452.085
flat,dlf the skycourt,sector 86,1.35,6998.0,1929.1,Super Built up area 1929(179.21 sq.m.),3.0,3,1,9.0,North-West,Relatively New,1929.0,,,0,0,0,0,0,0,119,643.0333333333333
flat,shri balaji apartment,sector 12,0.35,4037.0,867.0,Super Built up area 867(80.55 sq.m.)Built Up area: 737 sq.ft. (68.47 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2,1,1.0,North,Moderately old,867.0,737.0,650.0,0,0,0,0,0,0,23,433.5
house,independent,sector 14,7.5,16590.0,4520.84,Plot area 502(419.74 sq.m.),3.0,3,2,1.0,West,Old Property,,4518.0,,1,1,0,1,0,2,27,1506.9466666666667
flat,mahindra aura,sector 110,1.4,9032.0,1550.0,Super Built up area 1615(150.04 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3,3,10.0,North,Relatively New,1615.0,1550.0,1450.0,0,0,0,0,0,2,142,516.6666666666666
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,15514.0,1128.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),3.0,3,3+,1.0,East,Relatively New,1852.0,,1128.0,0,0,0,0,0,0,49,376.0
house,independent,sector 26,18.4,16727.0,11000.0,Plot area 502(419.74 sq.m.)Carpet area: 11000 sq.yards (9197.4 sq.m.),6.0,8,3+,4.0,South,Relatively New,,,11000.0,0,1,1,1,0,2,60,1833.3333333333333
flat,ansal estella,sector 103,1.5,8670.0,1730.1,Super Built up area 1730(160.72 sq.m.)Carpet area: 1725 sq.ft. (160.26 sq.m.),3.0,3,3+,6.0,,Under Construction,1730.0,,1725.0,0,0,0,0,0,0,58,576.6999999999999
flat,green campus chs,sector 1,0.92,4022.0,2287.4,Super Built up area 2287(212.47 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3,3+,8.0,East,Moderately old,2287.0,,1600.0,0,0,0,0,0,0,5,762.4666666666667
flat,godrej frontier,sector 80,1.1,5705.0,1928.1,Super Built up area 1928(179.12 sq.m.)Built Up area: 1580 sq.ft. (146.79 sq.m.)Carpet area: 1391 sq.ft. (129.23 sq.m.),3.0,3,3,8.0,North-West,Moderately old,1928.0,1580.0,1391.0,0,0,0,0,0,0,111,642.6999999999999
flat,krishna appartment,sector 12,0.35,3500.0,1000.0,Super Built up area 1000(92.9 sq.m.),3.0,3,1,2.0,,Old Property,1000.0,,,0,0,0,0,0,0,0,333.3333333333333
flat,eldeco accolade,sector 48,1.3,7424.0,1751.1,Super Built up area 1751(162.67 sq.m.)Carpet area: 1290 sq.ft. (119.84 sq.m.),3.0,3,3+,10.0,East,Relatively New,1751.0,,1290.0,0,0,0,0,0,0,49,583.6999999999999
flat,experion windchants,sector 112,3.0,11538.0,2600.1,Super Built up area 2802(260.31 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,3,2,2.0,North,Relatively New,2802.0,2600.0,2200.0,0,0,0,0,0,2,49,866.6999999999999
house,independent,sector 12,0.7,6022.0,1162.5,Plot area 1160(107.77 sq.m.),3.0,3,0,1.0,North-East,Relatively New,,1160.0,,0,0,0,0,0,0,23,387.5
flat,microtek greenburg,sector 86,1.3,8756.0,1484.7,Super Built up area 1480(137.5 sq.m.),2.0,2,3,10.0,,Relatively New,1480.0,,,0,0,0,0,0,0,38,742.35
