property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servent room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,smart world orchard,sector 61,1.7,15000.0,1133.3,Carpet area: 1150 (106.84 sq.m.),2.0,2,2,4.0,,Under Construction,,,1150.0,0,0,0,0,0,0,24,566.65
house,bptp visionnaire,sector 70,4.7,18043.0,2604.86,Plot area 290(242.48 sq.m.),4.0,4,3+,3.0,North-East,New Property,,2610.0,,0,0,0,0,1,0,35,651.215
flat,signature andour heights,sector 71,0.59,8429.0,700.0,Super Built up area 700(65.03 sq.m.)Built Up area: 639 sq.ft. (59.37 sq.m.)Carpet area: 540.89 sq.ft. (50.25 sq.m.),2.0,2,1,6.0,North-East,Moderately old,700.0,639.0,540.89,0,0,0,0,0,0,67,350.0
flat,ashiana anmol,sector 48,0.88,11125.0,791.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 791 sq.ft. (73.49 sq.m.),2.0,2,2,13.0,East,Relatively New,1275.0,,791.0,0,0,0,0,0,1,127,395.5
flat,shyamkunj ashok vihar pahse,sector 3,0.3,4444.0,675.1,Carpet area: 675 (62.71 sq.m.),2.0,2,1,1.0,East,Relatively New,,,675.0,0,0,0,0,0,0,21,337.55
flat,central park bellevue,sector 48,5.0,11627.0,4300.3,Carpet area: 4300 (399.48 sq.m.),3.0,4,3,14.0,North-East,Moderately old,,,4300.0,0,0,0,0,0,0,82,1433.4333333333334
house,independent,sector 3,0.9,8895.0,1011.81,Built Up area: 1008 (93.65 sq.m.),3.0,1,0,1.0,,Undefined,,1008.0,,0,0,0,0,0,0,0,337.27
house,independent,sector 43,8.49,31424.0,2701.74,Plot area 300(250.84 sq.m.),3.0,3,2,4.0,North,Relatively New,,2700.0,,0,1,0,1,0,2,21,900.5799999999999
flat,hcbs sports ville,sector 48,0.25,4166.0,600.1,Built Up area: 600 (55.74 sq.m.),1.0,1,1,12.0,,Relatively New,,600.0,,0,0,0,0,0,0,37,600.1
house,vipul tatvam villa,sector 48,18.5,26442.0,6996.54,Plot area 7000(650.32 sq.m.),4.0,4,1,1.0,,Moderately old,,7000.0,,0,0,0,0,0,0,30,1749.135
flat,central park flower valley,sector 48,1.2,6742.0,1779.9,Built Up area: 1780 (165.37 sq.m.),3.0,3,0,11.0,,Undefined,,1780.0,,0,0,0,0,0,0,66,593.3000000000001
flat,ss the leaf,sector 85,1.91,5026.0,3800.2,Super Built up area 3950(366.97 sq.m.)Built Up area: 3890 sq.ft. (361.39 sq.m.)Carpet area: 3800 sq.ft. (353.03 sq.m.),4.0,6,3,6.0,North,Relatively New,3950.0,3890.0,3800.0,0,0,0,0,0,0,174,950.05
flat,signature global city a,sector 63,1.4,11336.0,1235.0,Carpet area: 1235 (114.74 sq.m.),2.0,2,2,3.0,East,Undefined,,,1235.0,0,0,0,0,0,0,0,617.5
flat,belgravia resort residences,sector 48,3.45,18459.0,1869.0,Built Up area: 1869 (173.64 sq.m.),3.0,3,3,14.0,West,Undefined,,1869.0,,0,0,0,0,0,0,0,623.0
flat,hcbs sports ville,sector 48,0.29,3970.0,730.5,Built Up area: 743 (69.03 sq.m.)Carpet area: 519 sq.ft. (48.22 sq.m.),2.0,2,1,4.0,,Undefined,,743.0,519.0,0,0,0,0,0,0,0,365.25
flat,supertech araville,sector 79,1.35,9000.0,1500.0,Super Built up area 1530(142.14 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2,3,6.0,East,New Property,1530.0,1350.0,1200.0,0,0,0,0,0,2,88,750.0
flat,the close north,sector 50,2.75,11458.0,2400.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,3,3,3.0,South-East,Moderately old,2605.0,2400.0,2200.0,0,0,0,0,0,0,110,800.0
flat,ireo the grand arch,sector 58,3.83,19150.0,2000.0,Super Built up area 2164(201.04 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1775 sq.ft. (164.9 sq.m.),3.0,4,2,10.0,North-East,Relatively New,2164.0,2000.0,1775.0,0,0,0,0,0,2,174,666.6666666666666
flat,mapsko mount ville,sector 79,1.25,8389.0,1490.0,Carpet area: 1490 (138.43 sq.m.),3.0,3,3+,16.0,North,Relatively New,,,1490.0,0,0,0,0,0,2,49,496.6666666666667
house,independent,sector 105,0.65,9013.0,721.18,Plot area 80(66.89 sq.m.),3.0,2,1,1.0,East,Relatively New,,720.0,,0,0,0,1,1,0,14,240.39333333333332
flat,suncity heights,sector 54,3.85,16445.0,2341.1,Super Built up area 2341(217.49 sq.m.),3.0,3,3+,8.0,,Old Property,2341.0,,,0,0,0,0,0,0,67,780.3666666666667
flat,apex our homes,sector 37,0.33,3567.0,925.2,Super Built up area 925(85.94 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2,1,3.0,West,Relatively New,925.0,850.0,800.0,0,0,0,0,0,2,158,462.6
flat,tata primanti,sector 72,3.5,11428.0,3062.6,Built Up area: 2625 (243.87 sq.m.),4.0,5,3+,10.0,West,Relatively New,,2625.0,,0,0,0,0,0,0,38,765.65
house,independent,sector 38,3.5,20323.0,1722.22,Plot area 160,3.0,2,2,1.0,East,Moderately old,,1712.0,,0,0,0,0,0,0,0,574.0733333333334
flat,dlf the arbour,sector 63,8.5,21519.0,3950.0,Built Up area: 3950 (366.97 sq.m.),4.0,4,0,27.0,,Undefined,,3950.0,,0,0,0,0,0,0,61,987.5
flat,zara aavaas,sector 104,0.2,6645.0,301.0,Built Up area: 301 (27.96 sq.m.),1.0,1,1,3.0,North-East,Undefined,,301.0,,0,0,0,0,0,0,67,301.0
flat,ireo uptown,sector 66,1.5,11219.0,1337.0,Super Built up area 1337(124.21 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2.0,3,3,1.0,South,Relatively New,1337.0,1330.0,1050.0,0,0,0,0,0,2,79,668.5
flat,ireo the corridors,sector 67,1.8,14658.0,1228.0,Super Built up area 1921(178.47 sq.m.)Carpet area: 1227.96 sq.ft. (114.08 sq.m.),3.0,3,3,6.0,North,New Property,1921.0,,1227.96,0,0,0,0,0,2,150,409.3333333333333
flat,godrej air,sector 85,1.35,13632.0,990.3,Carpet area: 92,2.0,2,3,19.0,,Undefined,,,92.0,0,0,0,0,0,0,44,495.15
flat,satya the hermitage,sector 103,0.8,5517.0,1450.1,Built Up area: 1450 (134.71 sq.m.),2.0,2,0,10.0,,Undefined,,1450.0,,0,0,0,0,0,0,61,725.05
flat,umang winter hills,sector 77,0.8,5961.0,1342.1,Super Built up area 1342(124.68 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2,2,10.0,North,Relatively New,1342.0,,1000.0,0,0,0,0,0,2,49,671.05
flat,tulip violet,sector 69,1.3,8445.0,1539.4,Super Built up area 1538(142.88 sq.m.),3.0,3,1,12.0,West,Relatively New,1538.0,,,0,0,0,0,0,2,94,513.1333333333333
house,palam vihar extension west zone rwa,sector 2,0.35,5806.0,602.78,Plot area 600(55.74 sq.m.)Carpet area: 540 sq.ft. (50.17 sq.m.),2.0,2,0,1.0,North-East,New Property,,,540.0,0,0,0,0,0,0,0,301.39
flat,central park resorts,sector 48,5.15,20900.0,2464.1,Super Built up area 2464(228.91 sq.m.)Built Up area: 2364 sq.ft. (219.62 sq.m.)Carpet area: 2264 sq.ft. (210.33 sq.m.),3.0,3,3+,8.0,North-West,Moderately old,2464.0,2364.0,2264.0,0,0,0,0,0,1,53,821.3666666666667
house,independent,sector 105,0.6,13272.0,452.08,Built Up area: 450 (41.81 sq.m.),3.0,3,0,3.0,,Undefined,,450.0,,0,0,0,0,0,0,0,150.69333333333333
flat,antriksh heights,sector 84,1.02,4868.0,2095.3,Super Built up area 2095(194.63 sq.m.),4.0,4,3+,11.0,North,Relatively New,2095.0,,,0,0,0,0,0,0,99,523.825
flat,shree vardhman flora,sector 90,0.9,4615.0,1950.2,Super Built up area 1950(181.16 sq.m.),3.0,4,3,4.0,South-West,Relatively New,1950.0,,,0,0,0,0,0,0,165,650.0666666666667
house,independent,sector 54,1.6,18350.0,871.92,Plot area 100(9.29 sq.m.),3.0,2,2,41.0,,Relatively New,,100.0,,0,0,0,0,0,0,0,290.64
flat,sare crescent parc royal greens phase,sector 92,1.0,3713.0,2693.2,Super Built up area 2020(187.66 sq.m.),4.0,4,3,15.0,,New Property,2020.0,,,0,0,0,0,0,0,31,673.3
flat,signature global orchard avenue,sector 93,0.4,5479.0,730.1,Built Up area: 730 (67.82 sq.m.),2.0,2,0,0.0,,Undefined,,730.0,,0,0,0,0,0,0,0,365.05
flat,mapsko mount ville,sector 79,1.25,8389.0,1490.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3.0,3,3,22.0,South-West,Relatively New,1490.0,,863.91,0,0,0,0,0,0,160,496.6666666666667
flat,mm golfestate,sector 65,6.1,18138.0,3363.1,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3.0,3,3,19.0,North-East,Moderately old,3363.0,,2710.0,0,0,0,0,0,2,174,1121.0333333333333
flat,godrej icon,sector 88,1.65,9041.0,1825.0,Super Built up area 1825(169.55 sq.m.),3.0,3,3,12.0,,New Property,1825.0,,,0,0,0,0,0,0,60,608.3333333333334
flat,imperia the esfera,sector 37,0.7,4879.0,1434.7,Super Built up area 1435(133.32 sq.m.),2.0,3,3+,12.0,North,Under Construction,1435.0,,,0,0,0,0,0,0,58,717.35
flat,mm heights,sector 65,1.9,13991.0,1358.0,Built Up area: 1358 (126.16 sq.m.),2.0,2,2,40.0,,Undefined,,1358.0,,0,0,0,0,0,0,0,679.0
flat,godrej nature plus,sector 33,1.15,11558.0,995.0,Carpet area: 92.44,2.0,2,2,15.0,,Undefined,,,92.44,0,0,0,0,0,0,38,497.5
flat,indiabulls centrum park,sector 103,1.01,8080.0,1250.0,Super Built up area 1423(132.2 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2.0,2,3,5.0,West,Relatively New,1423.0,,1250.0,0,0,0,0,0,2,165,625.0
flat,godrej,sector 79,1.34,8524.0,1572.0,Super Built up area 1572(146.04 sq.m.),3.0,3,3,7.0,East,Relatively New,1572.0,,,0,0,0,0,0,0,158,524.0
flat,mm woodshire,sector 107,1.29,8835.0,1460.1,Super Built up area 1943(180.51 sq.m.)Carpet area: 1460 sq.ft. (135.64 sq.m.),3.0,3,3+,1.0,East,Relatively New,1943.0,,1460.0,0,0,0,0,0,2,174,486.7
flat,abhinav group housing society,sector 9,1.1,6111.0,1800.0,Carpet area: 1800 (167.23 sq.m.),3.0,2,3,5.0,,Old Property,,,1800.0,0,0,0,0,0,0,42,600.0
flat,bestech park view residency,sector 2,1.02,7208.0,1415.1,Super Built up area 1415(131.46 sq.m.),2.0,2,3,11.0,South-West,Moderately old,1415.0,,,0,0,0,0,0,0,92,707.55
flat,sobha city,sector 108,3.35,13266.0,2525.2,Super Built up area 2072.9(192.58 sq.m.),3.0,4,2,19.0,,New Property,2072.911862,,,0,0,0,0,0,0,102,841.7333333333332
flat,allure homes,sector 12,0.72,7272.0,990.1,Carpet area: 990 (91.97 sq.m.),2.0,2,1,2.0,,Relatively New,,,990.0,0,0,0,0,0,2,16,495.05
house,independent,sector 56,4.0,26544.0,1506.95,Plot area 167(139.63 sq.m.),4.0,4,3+,2.0,,Relatively New,,1503.0,,0,0,0,0,0,2,24,376.7375
flat,umang monsoon breeze,sector 78,1.2,6493.0,1848.1,Super Built up area 2250(209.03 sq.m.)Carpet area: 1848 sq.ft. (171.68 sq.m.),3.0,3,2,8.0,,Moderately old,2250.0,,1848.0,0,0,0,0,0,1,8,616.0333333333333
flat,ireo skyon,sector 60,3.6,12815.0,2809.2,Super Built up area 2809(260.96 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,5,3,24.0,North-East,Relatively New,2809.0,,2400.0,0,0,0,0,0,2,49,702.3
house,independent,sector 1,10.0,12289.0,8137.53,Plot area 900(83.61 sq.m.),4.0,4,3+,1.0,North-East,Undefined,,900.0,,0,1,0,0,0,0,12,2034.3825
flat,godrej,sector 79,1.91,8511.0,2244.2,Super Built up area 2244(208.47 sq.m.),3.0,4,3+,7.0,North-East,Relatively New,2244.0,,,0,0,0,0,0,0,158,748.0666666666666
flat,vatika city,sector 49,2.64,11725.0,2251.6,Super Built up area 2251.42(209.16 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.),3.0,4,3+,2.0,East,Moderately old,2251.377324,1750.75,,0,0,0,0,0,2,140,750.5333333333333
flat,bestech park view residency,sector 2,0.56,8631.0,648.8,Carpet area: 651 (60.48 sq.m.),1.0,1,2,6.0,South,Moderately old,,,651.0,0,0,0,0,0,0,77,648.8
flat,signature global city d ph,sector 37,1.07,8237.0,1299.0,Carpet area: 1305 (121.24 sq.m.),3.0,3,2,2.0,North-East,Undefined,,,1305.0,0,0,0,0,0,0,86,433.0
flat,emaar mgf emerald floors premier,sector 65,2.3,13939.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3.0,4,3,3.0,South-West,Relatively New,,,1650.0,0,0,0,0,0,1,174,550.0
house,not applicable,sector 4,0.8,5899.0,1356.21,Plot area 146(13.56 sq.m.),5.0,4,3,3.0,,Under Construction,,146.0,,0,0,0,0,0,0,0,271.242
flat,ss the leaf,sector 85,1.17,6720.0,1741.1,Super Built up area 1741(161.74 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2.0,3,3,10.0,South-East,Relatively New,1741.0,1550.0,1350.0,0,0,0,0,0,0,49,870.55
flat,ireo uptown,sector 66,1.85,12567.0,1472.1,Super Built up area 1472(136.75 sq.m.)Built Up area: 1470 sq.ft. (136.57 sq.m.)Carpet area: 1251 sq.ft. (116.22 sq.m.),2.0,3,3,16.0,South-East,Relatively New,1472.0,1470.0,1251.0,0,0,0,0,0,2,79,736.05
flat,dlf regal gardens,sector 90,1.7,7223.0,2353.6,Super Built up area 2215(205.78 sq.m.),4.0,4,3+,15.0,North-West,Moderately old,2215.0,,,0,0,0,0,0,0,38,588.4
flat,dlf regal gardens,sector 90,1.79,8081.0,2215.1,Carpet area: 2215 (205.78 sq.m.),4.0,3,3+,10.0,North-East,Moderately old,,,2215.0,0,0,0,0,0,0,63,553.775
flat,ats triumph,sector 104,2.78,8825.0,3150.1,Super Built up area 3150(292.64 sq.m.),4.0,4,3+,11.0,South,Relatively New,3150.0,,,0,0,0,0,0,0,110,787.525
house,independent,sector 46,3.55,24430.0,1453.13,Plot area 161(134.62 sq.m.),5.0,4,3+,3.0,North-West,Moderately old,,1449.0,,0,1,0,0,0,2,73,290.62600000000003
flat,mapsko mount ville,sector 79,1.4,9395.0,1490.2,Carpet area: 1490 (138.43 sq.m.),3.0,3,3,2.0,North,New Property,,,1490.0,0,0,0,0,0,2,112,496.73333333333335
house,independent,sector 36,0.75,6968.0,1076.39,Built Up area: 1081 (100.43 sq.m.),3.0,1,0,1.0,,Undefined,,1081.0,,0,0,0,0,0,0,0,358.7966666666667
flat,dlf the ultima,sector 81,3.46,12047.0,2872.1,Super Built up area 2872(266.82 sq.m.),4.0,4,3+,10.0,East,New Property,2872.0,,,0,0,0,0,0,1,161,718.025
flat,signature global the millennia,sector 37,0.55,9167.0,600.0,Super Built up area 850(78.97 sq.m.)Built Up area: 610 sq.ft. (56.67 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2,3,3.0,,New Property,850.0,610.0,600.0,0,0,0,0,0,0,71,300.0
flat,tulip violet,sector 69,2.05,9950.0,2060.3,Super Built up area 2087(193.89 sq.m.),4.0,4,2,0.0,North-West,Relatively New,2087.0,,,0,0,0,0,0,0,157,515.075
flat,prime habitat,sector 99,0.26,4745.0,548.0,Carpet area: 550 (51.1 sq.m.),2.0,2,1,6.0,North-East,Relatively New,,,550.0,0,0,0,0,0,0,79,274.0
flat,vatika gurgaon,sector 83,1.25,6313.0,1980.0,Super Built up area 1980(183.95 sq.m.),3.0,3,2,2.0,West,Relatively New,1980.0,,,0,0,0,0,0,0,119,660.0
flat,bestech park view residency,sector 2,1.36,7646.0,1778.7,Super Built up area 1780(165.37 sq.m.),3.0,3,3+,5.0,South-West,Moderately old,1780.0,,,0,0,0,0,0,0,84,592.9
flat,pyramid elite,sector 86,0.45,7847.0,573.5,Carpet area: 573.54 (53.28 sq.m.),2.0,2,1,12.0,,Under Construction,,,573.54,0,0,0,0,0,0,30,286.75
flat,supertech araville,sector 79,0.9,6950.0,1295.0,Built Up area: 1295 (120.31 sq.m.),2.0,2,0,12.0,,Undefined,,1295.0,,0,0,0,0,0,0,0,647.5
flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.0,1852.0,Super Built up area 1852(172.06 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3,3+,15.0,North-East,New Property,1852.0,1700.0,1450.0,0,0,0,0,0,0,174,617.3333333333334
flat,tulip violet,sector 69,2.0,9583.0,2087.0,Super Built up area 2087(193.89 sq.m.),4.0,4,2,0.0,South-East,Relatively New,2087.0,,,0,0,0,0,0,0,157,521.75
flat,mm merlin,sector 67,3.5,14583.0,2400.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),3.0,4,3,17.0,South-East,Relatively New,2400.0,,2050.0,0,0,0,0,0,2,167,800.0
flat,birla navya,sector 63,3.23,26874.0,1201.9,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3,3,4.0,West,New Property,2150.0,,1200.0,0,0,0,0,0,0,52,400.6333333333334
flat,s aradhya homes,sector 67,1.9,8863.0,2143.7,Super Built up area 2200(204.39 sq.m.),4.0,4,3,3.0,,New Property,2200.0,,,0,0,0,0,0,2,62,535.925
flat,signature global solera,sector 107,0.28,5674.0,493.5,Carpet area: 489 (45.43 sq.m.),2.0,2,2,6.0,West,Relatively New,,,489.0,0,0,0,0,0,0,45,246.75
flat,surya vihar rwa,sector 21,1.3,5417.0,2400.0,Built Up area: 2400 (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),5.0,5,2,2.0,South-East,Old Property,,2400.0,2200.0,0,0,0,0,0,2,42,480.0
flat,sare crescent parc royal greens phase,sector 92,0.65,4512.0,1440.6,Super Built up area 1440.45(133.82 sq.m.),3.0,3,3,1.0,East,Moderately old,1440.425098,,,0,0,0,0,0,0,91,480.2
house,ss hibiscus,sector 50,12.25,20959.0,5844.8,Plot area 5850(543.48 sq.m.),5.0,7,3+,1.0,South-East,Relatively New,,5850.0,,1,1,0,1,1,2,160,1168.96
flat,orris aster court premier,sector 85,1.2,5660.0,2120.1,Super Built up area 2120(196.95 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,4,2,6.0,North-East,Relatively New,2120.0,1650.0,1550.0,0,0,0,0,0,0,28,706.6999999999999
flat,dlf the skycourt,sector 86,1.58,8190.0,1929.2,Super Built up area 1929(179.21 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3,1,16.0,North,Relatively New,1929.0,1750.0,1450.0,0,0,0,0,0,2,152,643.0666666666667
flat,central park flower valley aqua front towers,sector 33,1.7,9502.0,1789.1,Super Built up area 1789(166.2 sq.m.),3.0,3,3,12.0,,Under Construction,1789.0,,,0,0,0,0,0,0,24,596.3666666666667
flat,pareena mi casa,sector 68,1.0,8163.0,1225.0,Carpet area: 1225 (113.81 sq.m.),2.0,2,2,16.0,,New Property,,,1225.0,0,0,0,0,0,0,65,612.5
house,independent,sector 105,1.3,11502.0,1130.21,Plot area 1125(104.52 sq.m.),3.0,3,1,2.0,North,Moderately old,,1125.0,,0,0,0,0,0,0,16,376.7366666666667
flat,bestech park view residency,sector 2,0.56,8631.0,648.8,Carpet area: 651 (60.48 sq.m.),1.0,2,2,7.0,North-East,Moderately old,,,651.0,0,0,0,0,0,0,92,648.8
flat,pareena laxmi apartments,sector 99,0.32,5786.0,553.1,Super Built up area 553(51.38 sq.m.)Carpet area: 453.5 sq.ft. (42.13 sq.m.),2.0,2,2,11.0,,New Property,553.0,,453.5,0,0,0,0,0,0,66,276.55
house,ansal sushant lok plots,sector 43,7.0,25909.0,2701.74,Plot area 300(250.84 sq.m.),5.0,5,3+,3.0,North-East,Relatively New,,2700.0,,1,1,0,1,0,2,41,540.348
flat,vatika gurgaon,sector 83,0.95,6574.0,1445.1,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2,3,5.0,South,Relatively New,1445.0,1300.0,1200.0,0,0,0,0,0,2,96,722.55
flat,bptp terra,sector 37,1.75,7987.0,2191.1,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,4,3,7.0,West,Relatively New,2191.0,2100.0,1800.0,0,0,0,0,0,2,120,547.775
flat,ramprastha the edge towers,sector 37,1.1,5528.0,1989.9,Built Up area: 1990 (184.88 sq.m.),3.0,3,3,9.0,,Undefined,,1990.0,,0,0,0,0,0,0,63,663.3000000000001
flat,umang winter hills,sector 77,0.71,5305.0,1338.4,Super Built up area 1342(124.68 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),2.0,2,2,6.0,North-West,Relatively New,1342.0,,810.0,0,0,0,0,0,0,108,669.2
house,independent,sector 8,0.59,10151.0,581.25,Plot area 585(54.35 sq.m.),2.0,2,2,2.0,,Moderately old,,585.0,,0,0,0,0,1,0,7,290.625
flat,awho shanti vihar,sector 95,0.82,9880.0,830.0,Super Built up area 1400(130.06 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),2.0,2,3+,13.0,East,New Property,1400.0,,830.0,0,0,0,0,0,0,114,415.0
flat,mm merlin,sector 67,2.65,12945.0,2047.1,Super Built up area 2047(190.17 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3,3,0.0,North-East,Relatively New,2047.0,1900.0,1700.0,0,0,0,0,0,2,174,682.3666666666667
flat,tata primanti,sector 72,4.0,16032.0,2495.0,Super Built up area 2905(269.88 sq.m.)Carpet area: 2495 sq.ft. (231.79 sq.m.),4.0,5,3+,22.0,West,Relatively New,2905.0,,2495.0,0,0,0,0,0,2,174,623.75
flat,dnha group housing society,sector 1,0.75,4518.0,1660.0,Super Built up area 1660(154.22 sq.m.),3.0,2,2,5.0,,Moderately old,1660.0,,,0,0,0,0,0,0,0,553.3333333333334
flat,dlf ridgewood estate,sector 28,2.0,14599.0,1370.0,Super Built up area 1370(127.28 sq.m.),3.0,3,1,12.0,North-East,Old Property,1370.0,,,0,0,0,0,0,2,96,456.6666666666667
flat,spectrum centre,sector 82,0.62,9538.0,650.0,Built Up area: 650 (60.39 sq.m.),1.0,1,0,6.0,,Undefined,,650.0,,0,0,0,0,0,0,0,650.0
flat,dlf new town heights,sector 90,1.75,5720.0,3059.4,Super Built up area 2727(253.35 sq.m.),4.0,4,3+,17.0,South,Relatively New,2727.0,,,0,0,0,0,0,0,88,764.85
flat,ats triumph,sector 104,1.8,7860.0,2290.1,Carpet area: 2290 (212.75 sq.m.),3.0,4,3,14.0,,New Property,,,2290.0,0,0,0,0,0,0,60,763.3666666666667
flat,orchid island,sector 51,0.71,7891.0,899.8,Carpet area: 906 (84.17 sq.m.),2.0,2,1,4.0,,Relatively New,,,906.0,0,0,0,0,0,0,23,449.9
house,independent,sector 57,3.15,20323.0,1550.0,Plot area 172(143.81 sq.m.),5.0,4,3+,2.0,North-East,Moderately old,,1548.0,,0,0,1,0,0,2,60,310.0
flat,emaar palm gardens,sector 83,1.75,9210.0,1900.1,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3,3,6.0,North-West,Relatively New,1900.0,,1240.04,0,0,0,0,0,2,105,633.3666666666667
flat,bestech park view sanskruti,sector 92,1.9,8172.0,2325.0,Super Built up area 2325(216 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4.0,4,3+,10.0,West,Relatively New,2325.0,1920.0,1750.0,0,0,0,0,0,0,49,581.25
flat,signature global park,sector 48,0.75,6938.0,1081.0,Carpet area: 1081 (100.43 sq.m.),3.0,2,3+,4.0,East,New Property,,,1081.0,0,0,0,0,0,0,101,360.3333333333333
flat,pioneer araya,sector 62,7.56,18000.0,4200.0,Built Up area: 4200 (390.19 sq.m.),4.0,4,3+,23.0,West,Relatively New,,4200.0,,0,0,0,0,0,2,87,1050.0
flat,spire woods now ananda by alpha corp,sector 103,1.25,6902.0,1811.1,Carpet area: 1811 (168.25 sq.m.),3.0,4,3,11.0,,Under Construction,,,1811.0,0,0,0,0,0,0,105,603.6999999999999
flat,cghs hewo apartments,sector 31,1.25,11574.0,1080.0,Carpet area: 1080 (100.34 sq.m.),2.0,2,2,2.0,,Old Property,,,1080.0,0,0,0,0,0,0,28,540.0
flat,smriti apartment,sector 56,0.45,7500.0,600.0,Super Built up area 600(55.74 sq.m.),1.0,1,2,3.0,,Old Property,600.0,,,0,0,0,0,0,0,57,600.0
flat,ireo skyon,sector 60,2.05,13487.0,1520.0,Super Built up area 1524(141.58 sq.m.)Built Up area: 1520 sq.ft. (141.21 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2.0,3,2,2.0,North-East,Relatively New,1524.0,1520.0,1350.0,0,0,0,0,0,2,174,760.0
flat,bptp astaire gardens,sector 70,1.8,9350.0,1925.1,Built Up area: 1925 (178.84 sq.m.),3.0,3,3,3.0,North-West,Relatively New,,1925.0,,0,0,0,0,0,0,135,641.6999999999999
flat,antriksh heights,sector 84,0.9,4444.0,2025.2,Super Built up area 2025(188.13 sq.m.),3.0,3,3,18.0,,Relatively New,2025.0,,,0,0,0,0,0,0,59,675.0666666666667
house,independent,sector 4,0.65,11183.0,581.25,Plot area 65(54.35 sq.m.),4.0,2,2,1.0,,Moderately old,,585.0,,0,0,0,0,0,0,0,145.3125
house,not applicable,sector 4,0.4,9290.0,430.56,Plot area 432(40.13 sq.m.),1.0,1,1,1.0,,Moderately old,,432.0,,0,0,0,0,0,0,0,430.56
house,independent,sector 12,0.9,9954.0,904.17,Plot area 100(83.61 sq.m.)Built Up area: 250 sq.yards (209.03 sq.m.)Carpet area: 170 sq.yards (142.14 sq.m.),1.0,5,3,3.0,West,New Property,,250.0,170.0,0,0,0,0,1,0,14,904.17
flat,tulip petals,sector 89,1.1,7097.0,1550.0,Built Up area: 1550 (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3.0,2,3,4.0,,Undefined,,1550.0,1320.0,0,0,0,0,0,0,0,516.6666666666666
flat,ramprasta awho,sector 95,0.92,5257.0,1750.0,Built Up area: 1750 (162.58 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3,3+,13.0,North-East,Undefined,,1750.0,1600.0,0,0,0,0,0,0,0,583.3333333333334
