property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servent room,store room,furnishing_type,luxury_category,floor_category
house,sector 33,11.5,5.0,6,3+,Relatively New,4680.0,1,0,0,Medium,Mid Floor
house,sector 50,10.56,5.0,5,3,Moderately old,3240.0,1,0,0,Low,Mid Floor
house,sector 7,2.43,4.0,4,2,Old Property,345.0,0,1,0,Low,Mid Floor
flat,sector 102,1.95,3.0,3,3,New Property,1509.0,0,0,0,Medium,High Floor
flat,sector 48,3.3,5.0,5,3+,Old Property,3305.0,0,0,0,Medium,Mid Floor
flat,sector 83,0.55,3.0,2,1,Relatively New,944.0,0,0,0,Low,Mid Floor
flat,sector 6,0.38,2.0,2,2,Moderately old,944.0,0,0,0,Low,Low Floor
house,sector 49,6.75,4.0,4,3,Relatively New,2088.2,1,0,2,Low,Mid Floor
flat,sector 49,4.21,5.0,6,3+,Relatively New,3388.0,0,0,0,Low,High Floor
flat,sector 65,4.94,3.0,4,3,Moderately old,2898.0,0,0,0,High,High Floor
flat,sector 58,2.2,2.0,2,1,Relatively New,1528.0,0,0,2,Low,Mid Floor
flat,sector 36,0.82,3.0,2,2,New Property,876.0,0,0,0,Low,Low Floor
flat,sector 67,1.3,2.0,2,2,Relatively New,1296.0,0,0,0,Medium,Low Floor
flat,sector 65,2.35,3.0,3,3,Relatively New,1833.0,0,0,2,Medium,Mid Floor
house,sector 109,8.75,5.0,5,3+,New Property,3600.0,1,1,2,High,Mid Floor
house,sector 86,2.5,4.0,5,3+,Moderately old,3194.0,1,0,2,Low,Mid Floor
flat,sector 109,1.75,3.0,3,3,New Property,1466.0,0,0,0,Low,Mid Floor
house,sector 48,0.5,2.0,1,2,Moderately old,900.0,0,0,0,Low,Low Floor
flat,sector 90,1.17,3.0,3,3,Relatively New,1630.0,0,0,2,Medium,High Floor
flat,sector 92,0.7,3.0,3,2,Under Construction,140.0,0,0,0,Low,High Floor
house,sector 26,12.5,5.0,5,3+,Old Property,3240.0,1,1,2,Medium,Low Floor
flat,sector 112,4.75,3.0,5,3+,Relatively New,3584.0,0,0,2,Low,Mid Floor
flat,sector 88,1.45,3.0,3,3,Relatively New,1993.0,0,0,0,Low,High Floor
flat,sector 61,1.7,2.0,2,2,Under Construction,1278.0,0,0,0,Low,Mid Floor
house,sector 70,4.7,4.0,4,3+,New Property,2610.0,0,0,0,Low,Mid Floor
flat,sector 71,0.59,2.0,2,1,Moderately old,639.0,0,0,0,Medium,Mid Floor
flat,sector 48,0.88,2.0,2,2,Relatively New,1047.0,0,0,1,Medium,High Floor
flat,sector 3,0.3,2.0,2,1,Relatively New,750.0,0,0,0,Low,Low Floor
flat,sector 48,5.0,3.0,4,3,Moderately old,4778.0,0,0,0,Medium,High Floor
house,sector 3,0.9,3.0,1,0,Relatively New,1008.0,0,0,0,Low,Low Floor
house,sector 43,8.49,3.0,3,2,Relatively New,2700.0,1,0,2,Low,Mid Floor
flat,sector 48,0.25,1.0,1,1,Relatively New,600.0,0,0,0,Low,High Floor
house,sector 48,18.5,4.0,4,1,Moderately old,7000.0,0,0,0,Low,Low Floor
flat,sector 48,1.2,3.0,3,0,Relatively New,1780.0,0,0,0,Medium,High Floor
flat,sector 85,1.91,4.0,6,3,Relatively New,3890.0,0,0,0,High,Mid Floor
flat,sector 63,1.4,2.0,2,2,Relatively New,1372.0,0,0,0,Low,Mid Floor
flat,sector 48,3.45,3.0,3,3,Relatively New,1869.0,0,0,0,Low,High Floor
flat,sector 48,0.29,2.0,2,1,Relatively New,743.0,0,0,0,Low,Mid Floor
flat,sector 79,1.35,2.0,2,3,New Property,1350.0,0,0,2,Medium,Mid Floor
flat,sector 50,2.75,3.0,3,3,Moderately old,2400.0,0,0,0,Medium,Mid Floor
flat,sector 58,3.83,3.0,4,2,Relatively New,2000.0,0,0,2,High,Mid Floor
flat,sector 79,1.25,3.0,3,3+,Relatively New,1656.0,0,0,2,Low,High Floor
house,sector 105,0.65,3.0,2,1,Relatively New,720.0,0,0,0,Low,Low Floor
flat,sector 54,3.85,3.0,3,3+,Old Property,2230.0,0,0,0,Medium,Mid Floor
flat,sector 37,0.33,2.0,2,1,Relatively New,850.0,0,0,2,High,Mid Floor
flat,sector 72,3.5,4.0,5,3+,Relatively New,2625.0,0,0,0,Low,Mid Floor
house,sector 38,3.5,3.0,2,2,Moderately old,1722.22,0,0,0,Low,Low Floor
flat,sector 63,8.5,4.0,4,0,Relatively New,3950.0,0,0,0,Medium,High Floor
flat,sector 104,0.2,1.0,1,1,Relatively New,301.0,0,0,0,Medium,Mid Floor
flat,sector 66,1.5,2.0,3,3,Relatively New,1330.0,0,0,2,Medium,Low Floor
flat,sector 67,1.8,3.0,3,3,New Property,1597.0,0,0,2,High,Mid Floor
flat,sector 85,1.35,2.0,2,3,Relatively New,102.0,0,0,0,Low,High Floor
flat,sector 103,0.8,2.0,2,0,Relatively New,1450.0,0,0,0,Medium,Mid Floor
flat,sector 77,0.8,2.0,2,2,Relatively New,1195.0,0,0,2,Low,Mid Floor
flat,sector 69,1.3,3.0,3,1,Relatively New,1465.0,0,0,2,Medium,High Floor
house,sector 2,0.35,2.0,2,0,New Property,600.0,0,0,0,Low,Low Floor
flat,sector 48,5.15,3.0,3,3+,Moderately old,2364.0,0,0,1,Medium,Mid Floor
house,sector 105,0.6,3.0,3,0,Moderately old,450.0,0,0,0,Low,Mid Floor
flat,sector 84,1.02,4.0,4,3+,Relatively New,1995.0,0,0,0,Medium,High Floor
flat,sector 90,0.9,3.0,4,3,Relatively New,1857.0,0,0,0,High,Mid Floor
house,sector 54,1.6,3.0,2,2,Relatively New,100.0,0,0,0,Low,High Floor
flat,sector 92,1.0,4.0,4,3,New Property,1924.0,0,0,0,Low,High Floor
flat,sector 93,0.4,2.0,2,0,Relatively New,730.0,0,0,0,Low,Low Floor
flat,sector 79,1.25,3.0,3,3,Relatively New,1189.0,0,0,0,High,High Floor
flat,sector 65,6.1,3.0,3,3,Moderately old,3107.0,0,0,2,High,High Floor
flat,sector 88,1.65,3.0,3,3,New Property,1738.0,0,0,0,Medium,High Floor
flat,sector 37,0.7,2.0,3,3+,Under Construction,1367.0,0,0,0,Medium,High Floor
flat,sector 65,1.9,2.0,2,2,Relatively New,1358.0,0,0,0,Low,High Floor
flat,sector 33,1.15,2.0,2,2,New Property,103.0,0,0,0,Low,High Floor
flat,sector 103,1.01,2.0,2,3,Relatively New,1372.0,0,0,2,High,Mid Floor
flat,sector 79,1.34,3.0,3,3,Relatively New,1497.0,0,0,0,High,Mid Floor
flat,sector 107,1.29,3.0,3,3+,Relatively New,1736.0,0,0,2,High,Low Floor
flat,sector 9,1.1,3.0,2,3,Old Property,2000.0,0,0,0,Low,Mid Floor
flat,sector 2,1.02,2.0,2,3,Moderately old,1348.0,0,0,0,Medium,High Floor
flat,sector 108,3.35,3.0,4,2,New Property,2525.2,0,0,0,Medium,High Floor
flat,sector 12,0.72,2.0,2,1,Relatively New,1100.0,0,0,2,Low,Low Floor
house,sector 56,4.0,4.0,4,3+,Relatively New,1506.95,0,0,2,Low,Low Floor
flat,sector 78,1.2,3.0,3,2,Moderately old,2098.0,0,0,1,Low,Mid Floor
flat,sector 60,3.6,4.0,5,3,Relatively New,2671.0,0,0,2,Low,High Floor
house,sector 1,10.0,4.0,4,3+,Moderately old,8137.53,1,0,0,Low,Low Floor
flat,sector 79,1.91,3.0,4,3+,Relatively New,2137.0,0,0,0,High,Mid Floor
flat,sector 49,2.64,3.0,4,3+,Moderately old,2251.6,0,0,2,Medium,Low Floor
flat,sector 2,0.56,1.0,1,2,Moderately old,723.0,0,0,0,Medium,Mid Floor
flat,sector 37,1.07,3.0,3,2,Relatively New,1450.0,0,0,0,Medium,Low Floor
flat,sector 65,2.3,3.0,4,3,Relatively New,1833.0,0,0,1,High,Mid Floor
house,sector 4,0.8,5.0,4,3,Under Construction,146.0,0,0,0,Low,Mid Floor
flat,sector 85,1.17,2.0,3,3,Relatively New,1550.0,0,0,0,Low,Mid Floor
flat,sector 66,1.85,2.0,3,3,Relatively New,1470.0,0,0,2,Medium,High Floor
flat,sector 90,1.7,4.0,4,3+,Moderately old,2110.0,0,0,0,Low,High Floor
flat,sector 90,1.79,4.0,3,3+,Moderately old,2461.0,0,0,0,Medium,Mid Floor
flat,sector 104,2.78,4.0,4,3+,Relatively New,3000.0,0,0,0,Medium,High Floor
house,sector 46,3.55,5.0,4,3+,Moderately old,1453.13,1,0,2,Medium,Mid Floor
flat,sector 79,1.4,3.0,3,3,New Property,1656.0,0,0,2,Medium,Low Floor
house,sector 36,0.75,3.0,1,0,New Property,1081.0,0,0,0,Low,Low Floor
flat,sector 81,3.46,4.0,4,3+,New Property,2735.0,0,0,1,High,Mid Floor
flat,sector 37,0.55,2.0,2,3,New Property,610.0,0,0,0,Medium,Mid Floor
flat,sector 69,2.05,4.0,4,2,Relatively New,1988.0,0,0,0,High,Low Floor
flat,sector 99,0.26,2.0,2,1,Relatively New,611.0,0,0,0,Medium,Mid Floor
flat,sector 83,1.25,3.0,3,2,Relatively New,1886.0,0,0,0,Medium,Low Floor
flat,sector 2,1.36,3.0,3,3+,Moderately old,1695.0,0,0,0,Medium,Mid Floor
flat,sector 86,0.45,2.0,2,1,Under Construction,637.0,0,0,0,Low,High Floor
flat,sector 79,0.9,2.0,2,0,Relatively New,1295.0,0,0,0,Low,High Floor
flat,sector 102,1.9,3.0,3,3+,New Property,1700.0,0,0,0,High,High Floor
flat,sector 69,2.0,4.0,4,2,Relatively New,1988.0,0,0,0,High,Low Floor
flat,sector 67,3.5,3.0,4,3,Relatively New,2282.0,0,0,2,High,High Floor
flat,sector 63,3.23,3.0,3,3,New Property,1690.0,0,0,0,Medium,Mid Floor
flat,sector 67,1.9,4.0,4,3,New Property,2095.0,0,0,2,Medium,Mid Floor
flat,sector 107,0.28,2.0,2,2,Relatively New,543.0,0,0,0,Low,Mid Floor
flat,sector 21,1.3,5.0,5,2,Old Property,2400.0,0,0,2,Low,Low Floor
flat,sector 92,0.65,3.0,3,3,Moderately old,1372.0,0,0,0,Medium,Low Floor
house,sector 50,12.25,5.0,7,3+,Relatively New,5850.0,1,0,2,High,Low Floor
flat,sector 85,1.2,3.0,4,2,Relatively New,1650.0,0,0,0,Low,Mid Floor
flat,sector 86,1.58,3.0,3,1,Relatively New,1750.0,0,0,2,High,High Floor
flat,sector 33,1.7,3.0,3,3,Under Construction,1704.0,0,0,0,Low,High Floor
flat,sector 68,1.0,2.0,2,2,New Property,1361.0,0,0,0,Medium,High Floor
house,sector 105,1.3,3.0,3,1,Moderately old,1125.0,0,0,0,Low,Low Floor
flat,sector 2,0.56,1.0,2,2,Moderately old,723.0,0,0,0,Medium,Mid Floor
flat,sector 99,0.32,2.0,2,2,New Property,515.0,0,0,0,Medium,High Floor
house,sector 43,7.0,5.0,5,3+,Relatively New,2700.0,1,0,2,Low,Mid Floor
flat,sector 83,0.95,2.0,2,3,Relatively New,1300.0,0,0,2,Medium,Mid Floor
flat,sector 37,1.75,4.0,4,3,Relatively New,2100.0,0,0,2,Medium,Mid Floor
flat,sector 37,1.1,3.0,3,3,Relatively New,1990.0,0,0,0,Medium,Mid Floor
flat,sector 77,0.71,2.0,2,2,Relatively New,1089.0,0,0,0,Medium,Mid Floor
house,sector 8,0.59,2.0,2,2,Moderately old,585.0,0,0,0,Low,Low Floor
flat,sector 95,0.82,2.0,2,3+,New Property,1128.0,0,0,0,Medium,High Floor
flat,sector 67,2.65,3.0,3,3,Relatively New,2047.1,0,0,2,High,Low Floor
flat,sector 72,4.0,4.0,5,3+,Relatively New,2769.0,0,0,2,High,High Floor
flat,sector 1,0.75,3.0,2,2,Moderately old,1581.0,0,0,0,Low,Mid Floor
flat,sector 28,2.0,3.0,3,1,Old Property,1305.0,0,0,2,Medium,High Floor
flat,sector 82,0.62,1.0,1,0,Relatively New,650.0,0,0,0,Low,Mid Floor
flat,sector 90,1.75,4.0,4,3+,Relatively New,2597.0,0,0,0,Medium,High Floor
flat,sector 104,1.8,3.0,4,3,New Property,2544.0,0,0,0,Medium,High Floor
flat,sector 51,0.71,2.0,2,1,Relatively New,1007.0,0,0,0,Low,Mid Floor
house,sector 57,3.15,5.0,4,3+,Moderately old,1550.0,0,1,2,Medium,Low Floor
flat,sector 83,1.75,3.0,3,3,Relatively New,1594.0,0,0,2,Medium,Mid Floor
flat,sector 92,1.9,4.0,4,3+,Relatively New,1920.0,0,0,0,Low,Mid Floor
flat,sector 48,0.75,3.0,2,3+,New Property,1201.0,0,0,0,Medium,Mid Floor
flat,sector 62,7.56,4.0,4,3+,Relatively New,4200.0,0,0,2,Medium,High Floor
flat,sector 103,1.25,3.0,4,3,Under Construction,2012.0,0,0,0,Medium,High Floor
flat,sector 31,1.25,2.0,2,2,Old Property,1200.0,0,0,0,Low,Low Floor
flat,sector 56,0.45,1.0,1,2,Old Property,571.0,0,0,0,Medium,Mid Floor
flat,sector 60,2.05,2.0,3,2,Relatively New,1520.0,0,0,2,High,Low Floor
flat,sector 70,1.8,3.0,3,3,Relatively New,1925.0,0,0,0,Medium,Mid Floor
flat,sector 84,0.9,3.0,3,3,Relatively New,1929.0,0,0,0,Medium,High Floor
house,sector 4,0.65,4.0,2,2,Moderately old,585.0,0,0,0,Low,Low Floor
house,sector 4,0.4,1.0,1,1,Moderately old,432.0,0,0,0,Low,Low Floor
house,sector 12,0.9,1.0,5,3,New Property,250.0,0,0,0,Low,Mid Floor
flat,sector 89,1.1,3.0,2,3,New Property,1550.0,0,0,0,Low,Mid Floor
flat,sector 95,0.92,3.0,3,3+,New Property,1750.0,0,0,0,Low,High Floor
house,sector 49,2.95,3.0,3,3,Moderately old,1900.0,0,1,2,Medium,Low Floor
flat,sector 110,4.0,4.0,4,3,New Property,3350.0,0,0,0,Medium,High Floor
flat,sector 111,3.45,4.0,5,3+,Relatively New,2810.0,0,0,0,Medium,Mid Floor
flat,sector 90,1.25,3.0,3,2,Relatively New,1661.0,0,0,0,Low,High Floor
flat,sector 93,1.45,3.0,4,2,Relatively New,1350.0,0,0,2,Medium,High Floor
house,sector 82,7.5,5.0,5,3+,Relatively New,3240.0,1,0,2,Medium,Low Floor
house,sector 4,3.25,3.0,3,2,Old Property,2250.0,0,0,0,Low,Low Floor
flat,sector 90,1.25,3.0,3,3,Relatively New,1638.0,0,0,0,Medium,High Floor
flat,sector 79,2.5,3.0,3,3+,Relatively New,2244.0,0,0,0,Low,Mid Floor
house,sector 10,0.6,2.0,4,3+,Relatively New,1053.0,0,0,2,Low,Low Floor
flat,sector 57,3.5,3.0,3,2,Moderately old,2000.0,0,0,2,High,Mid Floor
flat,sector 65,7.0,3.0,3,2,Moderately old,4278.0,0,0,0,Medium,High Floor
flat,sector 104,1.4,3.0,2,2,Relatively New,1153.0,0,0,0,Low,Mid Floor
flat,sector 71,0.9,1.0,1,0,New Property,683.0,0,0,0,Low,Mid Floor
flat,sector 83,0.75,3.0,3,3,New Property,1194.0,0,0,2,Low,Mid Floor
flat,sector 48,0.45,2.0,2,2,Relatively New,789.0,0,0,1,Low,Mid Floor
flat,sector 93,1.25,3.0,4,2,Relatively New,1350.0,0,0,2,Medium,High Floor
flat,sector 70,2.35,4.0,4,3+,Moderately old,2667.0,0,0,0,Medium,Mid Floor
house,sector 31,4.6,2.0,4,3+,Old Property,1463.89,0,0,0,Low,Mid Floor
flat,sector 67,2.7,4.0,4,3+,Moderately old,2238.0,0,0,2,Medium,Mid Floor
flat,sector 92,0.78,2.0,2,3,Relatively New,870.0,0,0,0,Low,Low Floor
flat,sector 104,0.49,3.0,2,2,Under Construction,713.0,0,0,0,Medium,Mid Floor
flat,sector 65,2.79,4.0,4,3+,Relatively New,2194.0,0,0,1,High,Low Floor
flat,sector 63,3.3,3.0,3,3,Relatively New,2150.1,0,0,0,Medium,Mid Floor
flat,sector 92,0.7,3.0,3,0,Relatively New,1572.0,0,0,0,Low,Mid Floor
flat,sector 37,1.44,3.0,3,3+,Relatively New,1837.0,0,0,0,Low,Low Floor
flat,sector 81,4.5,4.0,6,3+,Relatively New,4000.0,0,0,2,Low,High Floor
flat,sector 28,2.35,3.0,3,2,Old Property,1692.0,0,0,0,Medium,High Floor
flat,sector 93,1.25,4.0,4,3,Relatively New,2105.0,0,0,0,Low,High Floor
flat,sector 108,0.98,2.0,3,3,Relatively New,978.23,0,0,0,Low,High Floor
flat,sector 22,2.79,3.0,3,3,New Property,1860.0,0,0,1,High,High Floor
flat,sector 37,1.8,4.0,3,3,Relatively New,2087.0,0,0,2,Medium,High Floor
house,sector 9,0.22,2.0,2,2,Moderately old,37.0,0,0,0,Low,Low Floor
flat,sector 84,1.1,3.0,3,3+,Moderately old,1800.0,0,0,2,Medium,High Floor
flat,sector 85,2.13,4.0,4,3,Relatively New,2600.0,0,0,0,Low,Low Floor
flat,sector 50,1.4,3.0,3,2,Relatively New,1310.0,0,0,2,Medium,Mid Floor
house,sector 31,3.25,4.0,4,3+,Moderately old,1453.13,1,1,2,Low,Mid Floor
flat,sector 65,2.75,4.0,4,3,Relatively New,1975.0,0,0,2,Medium,Mid Floor
house,sector 9,1.65,2.0,3,0,Moderately old,900.0,0,0,0,Low,Mid Floor
house,sector 2,6.0,5.0,6,3+,Old Property,2430.0,0,0,2,Low,Mid Floor
flat,sector 48,0.28,2.0,2,2,Relatively New,500.0,0,0,2,Low,Mid Floor
flat,sector 65,2.5,3.0,3,3,Relatively New,1741.0,0,0,0,Low,High Floor
flat,sector 39,1.75,3.0,4,3,Old Property,2222.0,0,0,1,Low,Mid Floor
flat,sector 83,1.19,3.0,3,2,Relatively New,1778.0,0,0,2,Low,Mid Floor
flat,sector 59,0.56,2.0,2,1,Old Property,1028.0,0,0,2,Low,High Floor
flat,sector 65,2.78,3.0,3,3,Relatively New,1829.0,0,0,0,Medium,High Floor
house,sector 2,0.52,3.0,2,2,New Property,900.0,0,0,0,Low,Low Floor
flat,sector 59,3.78,3.0,3,3,Under Construction,2550.0,0,0,0,Low,Mid Floor
house,sector 4,3.3,3.0,3,2,Old Property,2250.0,0,0,0,Low,Low Floor
flat,sector 61,1.47,2.0,2,2,New Property,1333.0,0,0,0,Medium,Low Floor
flat,sector 109,1.88,4.0,5,3,Relatively New,2910.0,0,0,0,Medium,Mid Floor
flat,sector 88,1.5,3.0,3,2,Relatively New,2056.0,0,0,0,Low,Mid Floor
house,sector 72,3.09,5.0,5,3+,Relatively New,3653.0,1,0,2,Low,High Floor
flat,sector 49,1.95,3.0,3,3,Old Property,1719.0,0,0,2,Medium,Low Floor
flat,sector 82,0.75,2.0,2,2,Relatively New,1000.0,0,0,0,Low,Low Floor
flat,sector 92,1.0,4.0,3,2,Relatively New,2167.0,0,0,0,Low,Low Floor
flat,sector 79,2.69,3.0,4,3+,New Property,2048.0,0,0,0,Low,Mid Floor
house,sector 57,3.65,6.0,6,2,Moderately old,3450.0,1,1,1,High,Mid Floor
flat,sector 88,0.5,3.0,2,2,Relatively New,663.0,0,0,0,Low,Low Floor
flat,sector 104,2.0,3.0,4,3+,Relatively New,2181.0,0,0,0,Medium,Mid Floor
flat,sector 79,0.9,2.0,2,3,Relatively New,1450.0,0,0,0,Medium,Mid Floor
flat,sector 43,3.8,3.0,3,3+,Moderately old,2450.0,0,0,2,Medium,Low Floor
flat,sector 81,2.4,3.0,4,3+,Relatively New,2003.0,0,0,1,High,High Floor
house,sector 47,4.6,7.0,6,3+,Moderately old,1732.99,0,0,1,Medium,Mid Floor
flat,sector 103,2.2,4.0,6,3+,Relatively New,2738.0,0,0,2,Medium,Mid Floor
flat,sector 69,1.75,4.0,4,1,Relatively New,1876.0,0,0,0,Medium,High Floor
house,sector 46,5.65,8.0,6,3+,Moderately old,2367.0,1,0,2,Medium,Mid Floor
house,sector 43,11.0,5.0,6,3+,New Property,4047.23,1,0,2,High,Mid Floor
house,sector 49,3.75,2.0,6,3,Moderately old,1467.0,0,0,0,Low,Mid Floor
house,sector 109,9.5,7.0,6,3,Relatively New,3600.0,1,0,0,Medium,Mid Floor
house,sector 57,8.0,5.0,4,3,Relatively New,2712.51,1,0,0,Low,Low Floor
house,sector 25,10.0,5.0,6,3,Old Property,2700.0,1,1,2,Medium,Mid Floor
house,sector 25,10.5,5.0,5,3,Moderately old,3618.0,1,0,0,Low,Mid Floor
house,sector 110,0.13,1.0,1,0,Relatively New,876.0,0,0,0,Low,Low Floor
house,sector 50,7.0,3.0,2,0,Moderately old,2163.54,0,0,0,Low,Low Floor
flat,sector 48,0.73,2.0,2,3,Relatively New,1209.0,0,0,0,Medium,Mid Floor
flat,sector 90,0.66,2.0,2,3,Relatively New,1152.0,0,0,0,Medium,Mid Floor
flat,sector 21,1.4,5.0,4,2,Moderately old,2286.0,0,0,0,Low,Low Floor
flat,sector 36,0.37,1.0,1,1,Relatively New,335.0,0,0,2,Medium,Mid Floor
flat,sector 61,1.5,2.0,2,2,Under Construction,1333.0,0,0,0,Low,Low Floor
flat,sector 52,1.45,3.0,3,3+,Relatively New,1800.0,0,0,2,Medium,Mid Floor
flat,sector 77,1.2,3.0,3,3,Relatively New,1822.0,0,0,0,Low,High Floor
flat,sector 50,8.0,4.0,3,3,Moderately old,10000.0,0,0,0,Low,Mid Floor
house,sector 25,4.31,5.0,4,3,Old Property,1350.0,0,0,0,Low,Mid Floor
house,sector 12,1.2,2.0,4,2,Relatively New,846.0,0,0,2,Low,Low Floor
flat,sector 85,1.25,2.0,2,3,Relatively New,1730.0,0,0,0,Low,Mid Floor
flat,sector 85,2.2,4.0,5,3+,Relatively New,2678.0,0,0,0,Medium,Mid Floor
flat,sector 90,1.25,3.0,3,3,Moderately old,1622.0,0,0,0,Low,High Floor
flat,sector 91,1.65,4.0,4,3+,Moderately old,2251.0,0,0,0,Medium,High Floor
house,sector 7,0.75,3.0,5,3,Moderately old,600.0,0,0,0,Low,Mid Floor
flat,sector 48,0.35,2.0,2,2,Relatively New,541.0,0,0,0,Medium,High Floor
house,sector 49,2.8,3.0,3,3,Moderately old,1900.0,0,0,0,Medium,Low Floor
flat,sector 89,1.5,3.0,3,3,Under Construction,1480.0,0,0,0,Medium,Mid Floor
flat,sector 49,2.1,3.0,3,3,Moderately old,1604.25,0,0,2,Medium,Mid Floor
flat,sector 85,0.93,3.0,3,3,Relatively New,1587.0,0,0,0,Low,Mid Floor
flat,sector 65,2.25,2.0,2,3,Relatively New,1592.0,0,0,0,Low,Mid Floor
flat,sector 82,3.0,4.0,6,3+,Relatively New,4657.0,0,0,2,Medium,High Floor
flat,sector 48,0.87,2.0,2,3+,Relatively New,1165.0,0,0,0,Medium,Mid Floor
flat,sector 102,1.4,2.0,2,2,New Property,1198.0,0,0,2,Low,High Floor
flat,sector 77,1.35,3.0,3,3+,New Property,1492.0,0,0,2,Medium,Mid Floor
flat,sector 85,1.14,2.0,2,3,Relatively New,1688.0,0,0,0,Low,High Floor
flat,sector 111,2.58,3.0,4,2,Relatively New,2095.0,0,0,0,Medium,Mid Floor
flat,sector 47,1.8,4.0,4,3+,Moderately old,2929.0,0,0,2,Medium,Mid Floor
flat,sector 92,1.1,4.0,4,3,Relatively New,2286.0,0,0,0,Medium,Mid Floor
flat,sector 48,4.25,4.0,5,3+,Moderately old,4336.0,0,0,2,Medium,High Floor
flat,sector 56,0.65,1.0,1,1,Moderately old,839.0,0,0,0,Medium,Low Floor
flat,sector 108,0.9,2.0,3,3,Relatively New,978.23,0,0,0,Medium,Low Floor
flat,sector 113,2.7,3.0,4,3+,Relatively New,2217.0,0,0,2,Low,Mid Floor
flat,sector 37,1.5,3.0,4,3+,New Property,2246.0,0,0,0,Medium,High Floor
house,sector 45,17.0,5.0,8,3+,Relatively New,4500.0,1,1,1,High,Mid Floor
flat,sector 37,1.0,3.0,3,3+,Under Construction,1786.0,0,0,0,Medium,Mid Floor
house,sector 39,1.7,2.0,2,3+,Moderately old,900.0,1,1,0,Low,Mid Floor
flat,sector 86,1.35,3.0,3,1,Relatively New,1837.0,0,0,0,Medium,Mid Floor
flat,sector 12,0.35,2.0,2,1,Moderately old,737.0,0,0,0,Low,Low Floor
house,sector 14,7.5,3.0,3,2,Old Property,4518.0,1,0,2,Low,Low Floor
flat,sector 110,1.4,3.0,3,3,Relatively New,1550.0,0,0,2,Medium,Mid Floor
flat,sector 102,1.75,3.0,3,3+,Relatively New,1509.0,0,0,0,Low,Low Floor
house,sector 26,18.4,6.0,8,3+,Relatively New,12222.0,1,1,2,Medium,Mid Floor
flat,sector 103,1.5,3.0,3,3+,Under Construction,1782.0,0,0,0,Medium,Mid Floor
flat,sector 1,0.92,3.0,3,3+,Moderately old,1978.0,0,0,0,Low,Mid Floor
flat,sector 80,1.1,3.0,3,3,Moderately old,1580.0,0,0,0,Medium,Mid Floor
flat,sector 12,0.35,3.0,3,1,Old Property,952.0,0,0,0,Low,Low Floor
flat,sector 48,1.3,3.0,3,3+,Relatively New,1550.0,0,0,0,Low,Mid Floor
flat,sector 112,3.0,3.0,3,2,Relatively New,2600.0,0,0,2,Low,Low Floor
house,sector 12,0.7,3.0,3,0,Relatively New,1160.0,0,0,0,Low,Low Floor
flat,sector 86,1.3,2.0,2,3,Relatively New,1410.0,0,0,0,Low,Mid Floor
flat,sector 85,2.05,4.0,4,3+,Relatively New,2500.0,0,0,2,Low,Mid Floor
flat,sector 36,0.24,1.0,1,1,New Property,458.0,0,0,0,Medium,Mid Floor
flat,sector 56,2.1,3.0,4,3+,Old Property,2200.0,0,0,2,High,Mid Floor
house,sector 109,6.25,4.0,4,3+,Relatively New,5400.0,1,0,0,Medium,Low Floor
flat,sector 51,2.1,4.0,4,3,Relatively New,2300.0,0,0,0,Medium,Low Floor
flat,sector 81,2.22,3.0,4,3+,Relatively New,2533.0,0,0,2,High,High Floor
flat,sector 83,0.4,1.0,1,1,Relatively New,520.0,0,0,1,Medium,Mid Floor
flat,sector 9,1.5,4.0,3,3+,Relatively New,1833.0,0,0,2,Low,Mid Floor
flat,sector 106,1.6,3.0,3,3,New Property,1609.0,0,0,0,Low,Low Floor
house,sector 8,1.6,4.0,6,1,Relatively New,558.0,0,0,0,Low,Mid Floor
flat,sector 48,0.3,2.0,2,2,Relatively New,537.0,0,0,1,Medium,Mid Floor
flat,sector 79,0.95,2.0,2,3,New Property,1457.0,0,0,0,Low,Mid Floor
house,sector 43,10.5,4.0,4,2,Old Property,3762.0,1,0,0,Medium,Low Floor
flat,sector 70,1.7,4.0,3,3,Relatively New,2111.0,0,0,2,Low,Low Floor
flat,sector 33,1.31,2.0,2,2,Under Construction,85.0,0,0,0,Medium,Mid Floor
flat,sector 69,1.43,3.0,3,2,Relatively New,1503.0,0,0,0,Medium,Low Floor
flat,sector 86,1.25,3.0,2,1,New Property,1610.0,0,0,0,Medium,Low Floor
flat,sector 90,1.8,4.0,4,3+,Moderately old,2597.0,0,0,0,Medium,High Floor
flat,sector 48,0.95,3.0,2,3+,New Property,1210.0,0,0,0,Medium,Mid Floor
flat,sector 86,0.41,2.0,2,1,Relatively New,668.0,0,0,0,Medium,Mid Floor
flat,sector 48,0.32,2.0,2,1,Relatively New,743.99,0,0,0,Medium,Mid Floor
flat,sector 65,3.0,3.0,3,3,Under Construction,1828.0,0,0,0,Medium,High Floor
flat,sector 70,1.6,3.0,5,3,Relatively New,1574.0,0,0,0,Medium,Mid Floor
flat,sector 102,1.35,2.0,2,2,Relatively New,1294.0,0,0,0,Medium,Mid Floor
flat,sector 90,0.65,2.0,2,3,Relatively New,1286.0,0,0,0,Medium,Mid Floor
house,sector 14,3.5,6.0,4,2,Old Property,1937.5,0,0,2,Low,Low Floor
flat,sector 4,0.45,2.0,2,1,Relatively New,944.0,0,0,0,Low,Low Floor
