property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,unitech palms south city 1,sector 41,9.35,28858.0,3240.0,Plot area 3240(301.01 sq.m.)Built Up area: 7500 sq.ft. (696.77 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),10,10,3+,4.0,North-East,Moderately Old,,7500.0,6000.0,1,1,0,0,0,1,70
house,prem kunj,sector 48,50.0,7407.0,67504.0,Plot area 675(62.71 sq.m.)Built Up area: 725 sq.ft. (67.35 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),5,4,3,3.0,South-West,Relatively New,,725.0,675.0,0,0,0,1,0,0,22
house,private house,sector 55,7.05,46906.0,1503.0,Plot area 167(139.63 sq.m.),18,18,3+,4.0,North-East,Relatively New,,1503.0,,0,0,0,0,1,2,57
house,independent,sector 25,13.5,19286.0,7000.0,Built Up area: 7000 (650.32 sq.m.),9,9,0,1.0,East,Relatively New,,7000.0,,0,0,0,0,0,0,0
house,"bhim nagar, sector 6",sector 6,85.0,126865.0,6700.0,Plot area 67(6.22 sq.m.),5,2,2,1.0,,Old Property,,67.0,,0,0,0,1,0,0,29
house,unitech palms south city 1,sector 41,9.25,28549.0,3240.0,Plot area 3240(301.01 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),9,9,3+,4.0,North,Moderately Old,,5000.0,4500.0,1,1,1,1,0,1,65
house,independent,sector 9,60.0,10753.0,55798.0,Plot area 62(51.84 sq.m.),2,2,1,1.0,North-East,Moderately Old,,62.0,,0,0,0,0,0,0,8
house,independent,sector 26,9.0,33333.0,2700.0,Plot area 300(250.84 sq.m.),5,5,2,3.0,South-West,Old Property,,2700.0,,1,1,1,1,0,2,110
house,independent,sector 3,92.0,15257.0,60300.0,Built Up area: 603 (56.02 sq.m.),4,1,0,1.0,,Undefined,,603.0,,0,0,0,0,0,0,0
house,suncity township,sector 54,25.0,31111.0,8036.0,Plot area 1000(836.13 sq.m.),4,4,3+,2.0,North,Moderately Old,,1000.0,,1,1,1,1,0,0,0
house,independent,sector 105,70.0,5833.0,120007.0,Built Up area: 1200 (111.48 sq.m.),3,2,2,1.0,,Undefined,,1200.0,,0,0,0,0,0,0,0
house,independent,sector 2,40.0,7619.0,52500.0,Carpet area: 525 (48.77 sq.m.),2,2,1,1.0,,Relatively New,,,525.0,0,0,0,0,0,0,0
house,unitech espace,sector 50,7.35,41762.0,1760.0,Plot area 240(200.67 sq.m.),4,4,3+,3.0,South,Moderately Old,,240.0,,0,1,0,1,0,1,52
house,independent,sector 8,82.0,10224.0,80203.0,Carpet area: 802 (74.51 sq.m.),4,4,0,2.0,,Undefined,,,802.0,0,0,0,0,0,0,0
house,international city by sobha phase 2,sector 109,9.4,26111.0,3600.0,Plot area 400(334.45 sq.m.),5,6,3+,2.0,North-East,Relatively New,,3600.0,,1,1,1,1,0,1,147
house,independent,sector 12,65.0,6500.0,100000.0,Carpet area: 1000 (92.9 sq.m.),6,2,3,1.0,,Undefined,,,1000.0,0,0,0,0,0,0,0
house,independent,sector 105,38.0,76000.0,5000.0,Carpet area: 50 (4.65 sq.m.),2,2,2,1.0,,Undefined,,,50.0,0,0,0,0,0,0,0
flat,la lagune,sector 54,6.75,21360.0,3160.1,Super Built up area 3160(293.57 sq.m.)Built Up area: 2455 sq.ft. (228.08 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),4,6,3+,11.0,East,Moderately Old,3160.0,2455.0,2240.0,0,0,0,0,0,1,119
house,uppal southend,sector 49,6.75,31915.0,2115.0,Plot area 235(196.49 sq.m.),12,12,3+,3.0,West,Moderately Old,,2115.0,,0,0,0,0,1,0,49
house,independent,sector 8,45.0,9000.0,50000.0,Carpet area: 500 (46.45 sq.m.),1,1,1,3.0,East,Undefined,,,500.0,0,0,0,0,0,0,0
house,independent,sector 4,65.0,92857.0,7000.0,Plot area 70(6.5 sq.m.),1,1,1,1.0,South-East,Moderately Old,,70.0,,0,0,0,0,1,0,21
house,independent,sector 105,65.0,9028.0,71998.0,Plot area 80(66.89 sq.m.),3,2,1,1.0,East,Relatively New,,80.0,,0,0,0,1,1,0,14
house,independent,sector 27,8.0,26298.0,3042.0,Plot area 338(282.61 sq.m.),9,9,3,4.0,North-East,Relatively New,,3042.0,,1,1,1,1,0,2,110
house,independent,sector 17,9.5,23457.0,4050.0,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 450 sq.yards (376.26 sq.m.),8,8,3,3.0,West,Relatively New,,500.0,450.0,1,0,0,0,0,1,27
house,house number b-34,sector 5,80.0,8888.0,90009.0,Plot area 900(83.61 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.),2,2,1,1.0,,Old Property,,900.0,,0,0,0,0,0,0,0
house,unitech escape,sector 50,12.0,37037.0,3240.0,Carpet area: 360 (301.01 sq.m.),5,6,3+,3.0,East,Undefined,,,360.0,0,0,0,0,0,0,66
house,independent,sector 4,85.0,7522.0,113002.0,Built Up area: 1130 (104.98 sq.m.),3,3,0,1.0,,Undefined,,1130.0,,0,0,0,0,0,0,0
house,independent,sector 26,19.0,42222.0,4500.0,Plot area 500(418.06 sq.m.),6,8,3+,3.0,East,Moderately Old,,4500.0,,1,1,1,1,0,1,103
house,suncity essel towers,sector 28,8.95,17900.0,5000.0,Plot area 5000(464.52 sq.m.),5,6,3+,4.0,,Moderately Old,,5000.0,,0,0,0,0,0,0,0
house,independent,sector 26,18.4,1859.0,98978.0,Plot area 502(419.74 sq.m.)Carpet area: 11000 sq.yards (9197.4 sq.m.),6,8,3+,4.0,South,Relatively New,,,11000.0,0,1,1,1,0,1,60
house,independent,sector 7,66.0,12000.0,55000.0,Plot area 550(51.1 sq.m.),3,1,1,3.0,East,Relatively New,,550.0,,0,0,0,0,1,0,22
house,emaar mgf marbella,sector 66,12.0,38095.0,3150.0,Plot area 350(292.64 sq.m.),5,6,3+,4.0,North-East,New Property,,3150.0,,0,1,0,1,0,0,38
house,unitech uniworld resorts,sector 33,9.55,19293.0,4950.0,Plot area 550(459.87 sq.m.),6,7,3+,2.0,East,Relatively New,,4950.0,,1,1,1,1,0,1,126
house,suncity avenue 76,sector 76,75.0,10067.0,74501.0,Plot area 745(69.21 sq.m.)Built Up area: 745 sq.ft. (69.21 sq.m.),2,2,2,11.0,North-East,New Property,,745.0,,0,0,0,0,0,0,40
house,bhawani enclave,sector 12,42.0,8235.0,51002.0,Plot area 565(52.49 sq.m.)Carpet area: 510 sq.ft. (47.38 sq.m.),3,3,0,2.0,East,New Property,,,510.0,0,0,0,1,0,0,0
